smorf_id	chrom	strand	smorf_cds_start	smorf_cds_end	n_cds_blocks	smorf_record_type	n_compatible_tx	n_gencode	n_encode	n_espresso	n_parent	n_tx_nmd	nmd_any	nmd_all	n_tx_nsd	nsd_any	nsd_all	n_tx_nsd_confident	nsd_confident_any	n_tx_nsd_truncated_model	nsd_transcripts	cds_internal_stops	cds_geometry_ok	n_tx_main_orf_not_full	main_orf_not_full_any	n_tx_main_orf_start_lost	n_tx_smorf_is_primary_orf	smorf_is_primary_orf_any	host_genes	truncated_main_orf_transcripts	primary_orf_transcripts	nmd_transcripts	disruption_tiers	disruption_qualifying_any	nmd_and_disrupted_any	n_tx_nmd_and_disrupted	nmd_and_disrupted_transcripts	decay_class_counts	geometry_source_biotype
ENST00000655601.2-chr6:157380715-157380972_F:0_P:0_M	chr6	-	157380715	157380972	1	GTF2FastaPatched	3	1	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	3	TRUE	0	3	TRUE	none	GENCODE_v50:ENST00000655601.3;ESPRESSO:ENST00000655601.2;smORF_parent:ENST00000655601.2-chr6:157380715-157380972_F:0_P:0_M	GENCODE_v50:ENST00000655601.3;ESPRESSO:ENST00000655601.2;smORF_parent:ENST00000655601.2-chr6:157380715-157380972_F:0_P:0_M		A	TRUE	FALSE	0		not_applicable_single_exon:3	NA
ENST00000655884.1-chr12:57931613-57935536_F:1_P:10_M	chr12	-	57931613	57935536	2	GTF2FastaPatched	17	10	2	4	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	17	TRUE	0	17	TRUE	none	GENCODE_v50:ENST00000659090.2;GENCODE_v50:ENST00000655884.1;GENCODE_v50:ENST00000668073.1;GENCODE_v50:ENST00000664635.2;GENCODE_v50:ENST00000667438.2;GENCODE_v50:ENST00000688407.2;GENCODE_v50:ENST00000819981.1;GENCODE_v50:ENST00000819980.1;GENCODE_v50:ENST00000819982.1;GENCODE_v50:ENST00000547492.1;ENCODE4:ENSG00000257698[1,7,3];ENCODE4:ENSG00000257698[1,3,3];ESPRESSO:ENST00000659090.1;ESPRESSO:ENST00000655884.1;ESPRESSO:ESPRESSO_chr12_6981_6;ESPRESSO:ENST00000547492.1;smORF_parent:ENST00000655884.1-chr12:57931613-57935536_F:1_P:10_M	GENCODE_v50:ENST00000659090.2;GENCODE_v50:ENST00000655884.1;GENCODE_v50:ENST00000668073.1;GENCODE_v50:ENST00000664635.2;GENCODE_v50:ENST00000667438.2;GENCODE_v50:ENST00000688407.2;GENCODE_v50:ENST00000819981.1;GENCODE_v50:ENST00000819980.1;GENCODE_v50:ENST00000819982.1;GENCODE_v50:ENST00000547492.1;ENCODE4:ENSG00000257698[1,7,3];ENCODE4:ENSG00000257698[1,3,3];ESPRESSO:ENST00000659090.1;ESPRESSO:ENST00000655884.1;ESPRESSO:ESPRESSO_chr12_6981_6;ESPRESSO:ENST00000547492.1;smORF_parent:ENST00000655884.1-chr12:57931613-57935536_F:1_P:10_M		A	TRUE	FALSE	0		nmd_immune_last_exon:17	NA
ENST00000656289.1-chr7:26372467-26376194_F:2_P:0_M	chr7	-	26372467	26376194	2	GTF2FastaPatched	6	2	1	2	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	6	TRUE	0	6	TRUE	none	GENCODE_v50:ENST00000656289.1;GENCODE_v50:ENST00000451368.1;ENCODE4:ENSG00000225792[2,2,3];ESPRESSO:ENST00000656289.1;ESPRESSO:ENST00000451368.1;smORF_parent:ENST00000656289.1-chr7:26372467-26376194_F:2_P:0_M	GENCODE_v50:ENST00000656289.1;GENCODE_v50:ENST00000451368.1;ENCODE4:ENSG00000225792[2,2,3];ESPRESSO:ENST00000656289.1;ESPRESSO:ENST00000451368.1;smORF_parent:ENST00000656289.1-chr7:26372467-26376194_F:2_P:0_M		A	TRUE	FALSE	0		nmd_immune_last_exon:6	NA
ENST00000656825.1+chr1:22099190-22099243_F:1_P:156	chr1	+	22099190	22099243	1	GTF2FastaPatched	30	28	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	5	TRUE	0	0	FALSE	CDC42	GENCODE_v50:ENST00000695858.2;GENCODE_v50:ENST00000963899.2;GENCODE_v50:ENST00001091262.1;GENCODE_v50:ENST00001091263.1;GENCODE_v50:ENST00001091264.1			none	FALSE	FALSE	0		nmd_immune_last_exon:30	NA
ENST00000656825.1+chr1:22099190-22099243_F:1_P:156_alt_initiation_1	chr1	+	22099202	22099243	1	AltInitiation	30	28	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	5	TRUE	0	0	FALSE	CDC42	GENCODE_v50:ENST00000695858.2;GENCODE_v50:ENST00000963899.2;GENCODE_v50:ENST00001091262.1;GENCODE_v50:ENST00001091263.1;GENCODE_v50:ENST00001091264.1			none	FALSE	FALSE	0		nmd_immune_last_exon:30	NA
ENST00000657502.1+chr10:100373947-100388037_F:1_P:3_M	chr10	+	100373947	100388037	3	GTF2FastaPatched	3	1	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	3	TRUE	0	3	TRUE	none	GENCODE_v50:ENST00000657502.1;ESPRESSO:ENST00000657502.1;smORF_parent:ENST00000657502.1+chr10:100373947-100388037_F:1_P:3_M	GENCODE_v50:ENST00000657502.1;ESPRESSO:ENST00000657502.1;smORF_parent:ENST00000657502.1+chr10:100373947-100388037_F:1_P:3_M		A	TRUE	FALSE	0		nmd_immune_last_exon:3	NA
ENST00000657579.1-chr9:95869476-95869616_F:1_P:33_M	chr9	-	95869476	95869616	1	GTF2FastaPatched	3	1	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	3	TRUE	0	3	TRUE	none	GENCODE_v50:ENST00000657579.1;ESPRESSO:ENST00000657579.1;smORF_parent:ENST00000657579.1-chr9:95869476-95869616_F:1_P:33_M	GENCODE_v50:ENST00000657579.1;ESPRESSO:ENST00000657579.1;smORF_parent:ENST00000657579.1-chr9:95869476-95869616_F:1_P:33_M		A	TRUE	FALSE	0		nmd_immune_last_exon:3	NA
ENST00000657710.2+chr21:16194423-16391654_F:0_P:5_M	chr21	+	16194423	16391654	3	GTF2FastaPatched	14	9	2	2	1	13	TRUE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	14	TRUE	0	14	TRUE	none	GENCODE_v50:ENST00000670045.1;GENCODE_v50:ENST00000655848.1;GENCODE_v50:ENST00000663968.1;GENCODE_v50:ENST00000669276.1;GENCODE_v50:ENST00000657710.3;GENCODE_v50:ENST00000670980.2;GENCODE_v50:ENST00000698093.1;GENCODE_v50:ENST00000697944.1;GENCODE_v50:ENST00000419952.6;ENCODE4:ENSG00000215386[8,89,57];ENCODE4:ENSG00000215386[8,89,10];ESPRESSO:ENST00000657710.2;ESPRESSO:ENST00000670980.2;smORF_parent:ENST00000657710.2+chr21:16194423-16391654_F:0_P:5_M	GENCODE_v50:ENST00000670045.1;GENCODE_v50:ENST00000655848.1;GENCODE_v50:ENST00000663968.1;GENCODE_v50:ENST00000669276.1;GENCODE_v50:ENST00000657710.3;GENCODE_v50:ENST00000670980.2;GENCODE_v50:ENST00000698093.1;GENCODE_v50:ENST00000697944.1;GENCODE_v50:ENST00000419952.6;ENCODE4:ENSG00000215386[8,89,57];ENCODE4:ENSG00000215386[8,89,10];ESPRESSO:ENST00000657710.2;ESPRESSO:ENST00000670980.2;smORF_parent:ENST00000657710.2+chr21:16194423-16391654_F:0_P:5_M	GENCODE_v50:ENST00000655848.1;GENCODE_v50:ENST00000663968.1;GENCODE_v50:ENST00000669276.1;GENCODE_v50:ENST00000657710.3;GENCODE_v50:ENST00000670980.2;GENCODE_v50:ENST00000698093.1;GENCODE_v50:ENST00000697944.1;GENCODE_v50:ENST00000419952.6;ENCODE4:ENSG00000215386[8,89,57];ENCODE4:ENSG00000215386[8,89,10];ESPRESSO:ENST00000657710.2;ESPRESSO:ENST00000670980.2;smORF_parent:ENST00000657710.2+chr21:16194423-16391654_F:0_P:5_M	A	TRUE	TRUE	13	GENCODE_v50:ENST00000655848.1;GENCODE_v50:ENST00000663968.1;GENCODE_v50:ENST00000669276.1;GENCODE_v50:ENST00000657710.3;GENCODE_v50:ENST00000670980.2;GENCODE_v50:ENST00000698093.1;GENCODE_v50:ENST00000697944.1;GENCODE_v50:ENST00000419952.6;ENCODE4:ENSG00000215386[8,89,57];ENCODE4:ENSG00000215386[8,89,10];ESPRESSO:ENST00000657710.2;ESPRESSO:ENST00000670980.2;smORF_parent:ENST00000657710.2+chr21:16194423-16391654_F:0_P:5_M	nmd_predicted_50nt:13;nmd_unlikely_within_50nt:1	NA
ENST00000658478.2+chr5:88436472-88436645_F:1_P:11_M	chr5	+	88436472	88436645	1	GTF2FastaPatched	48	35	5	7	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	48	TRUE	0	48	TRUE	none	GENCODE_v50:ENST00000504922.8;GENCODE_v50:ENST00000658478.3;GENCODE_v50:ENST00000787432.1;GENCODE_v50:ENST00000787431.1;GENCODE_v50:ENST00000501869.7;GENCODE_v50:ENST00000689901.3;GENCODE_v50:ENST00000654762.1;GENCODE_v50:ENST00000787434.1;GENCODE_v50:ENST00000787433.1;GENCODE_v50:ENST00000787430.1;GENCODE_v50:ENST00000787435.1;GENCODE_v50:ENST00000671394.2;GENCODE_v50:ENST00000657972.4;GENCODE_v50:ENST00000684909.2;GENCODE_v50:ENST00000501715.6;GENCODE_v50:ENST00000686930.3;GENCODE_v50:ENST00000787436.1;GENCODE_v50:ENST00000787437.1;GENCODE_v50:ENST00000513694.2;GENCODE_v50:ENST00000510087.6	GENCODE_v50:ENST00000504922.8;GENCODE_v50:ENST00000658478.3;GENCODE_v50:ENST00000787432.1;GENCODE_v50:ENST00000787431.1;GENCODE_v50:ENST00000501869.7;GENCODE_v50:ENST00000689901.3;GENCODE_v50:ENST00000654762.1;GENCODE_v50:ENST00000787434.1;GENCODE_v50:ENST00000787433.1;GENCODE_v50:ENST00000787430.1;GENCODE_v50:ENST00000787435.1;GENCODE_v50:ENST00000671394.2;GENCODE_v50:ENST00000657972.4;GENCODE_v50:ENST00000684909.2;GENCODE_v50:ENST00000501715.6;GENCODE_v50:ENST00000686930.3;GENCODE_v50:ENST00000787436.1;GENCODE_v50:ENST00000787437.1;GENCODE_v50:ENST00000513694.2;GENCODE_v50:ENST00000510087.6		A	TRUE	FALSE	0		nmd_immune_last_exon:48	NA
ENST00000658618.3-chr1:90831590-90831871_F:0_P:6_M	chr1	-	90831590	90831871	1	GTF2FastaPatched	20	10	6	3	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	20	TRUE	0	20	TRUE	none	GENCODE_v50:ENST00000658618.4;GENCODE_v50:ENST00000455680.5;GENCODE_v50:ENST00000606660.1;GENCODE_v50:ENST00000443802.4;GENCODE_v50:ENST00000655784.1;GENCODE_v50:ENST00000670437.2;GENCODE_v50:ENST00000687288.3;GENCODE_v50:ENST00000670363.1;GENCODE_v50:ENST00000702398.2;GENCODE_v50:ENST00000664774.2;ENCODE4:ENSG00000233593[2,3,8];ENCODE4:ENSG00000233593[1,11,8];ENCODE4:ENSG00000233593[2,3,9];ENCODE4:ENSG00000233593[2,18,9];ENCODE4:ENSG00000233593[2,3,10];ENCODE4:ENSG00000233593[2,18,10];ESPRESSO:ENST00000658618.3;ESPRESSO:ENST00000606660.1;ESPRESSO:ENST00000655784.1;smORF_parent:ENST00000658618.3-chr1:90831590-90831871_F:0_P:6_M	GENCODE_v50:ENST00000658618.4;GENCODE_v50:ENST00000455680.5;GENCODE_v50:ENST00000606660.1;GENCODE_v50:ENST00000443802.4;GENCODE_v50:ENST00000655784.1;GENCODE_v50:ENST00000670437.2;GENCODE_v50:ENST00000687288.3;GENCODE_v50:ENST00000670363.1;GENCODE_v50:ENST00000702398.2;GENCODE_v50:ENST00000664774.2;ENCODE4:ENSG00000233593[2,3,8];ENCODE4:ENSG00000233593[1,11,8];ENCODE4:ENSG00000233593[2,3,9];ENCODE4:ENSG00000233593[2,18,9];ENCODE4:ENSG00000233593[2,3,10];ENCODE4:ENSG00000233593[2,18,10];ESPRESSO:ENST00000658618.3;ESPRESSO:ENST00000606660.1;ESPRESSO:ENST00000655784.1;smORF_parent:ENST00000658618.3-chr1:90831590-90831871_F:0_P:6_M		A	TRUE	FALSE	0		nmd_immune_last_exon:20	NA
ENST00000658759.1+chr1:111746366-111746467_F:1_P:6	chr1	+	111746366	111746467	1	GTF2FastaPatched	10	4	4	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	10	TRUE	0	10	TRUE	none	GENCODE_v50:ENST00000658759.1;GENCODE_v50:ENST00000430373.3;GENCODE_v50:ENST00000524935.2;GENCODE_v50:ENST00000730712.1;ENCODE4:ENSG00000227811[1,2,1];ENCODE4:ENSG00000227811[1,2,2];ENCODE4:ENSG00000227811[1,1,2];ENCODE4:ENSG00000227811[1,1,1];ESPRESSO:ENST00000658759.1;smORF_parent:ENST00000658759.1+chr1:111746366-111746467_F:1_P:6	GENCODE_v50:ENST00000658759.1;GENCODE_v50:ENST00000430373.3;GENCODE_v50:ENST00000524935.2;GENCODE_v50:ENST00000730712.1;ENCODE4:ENSG00000227811[1,2,1];ENCODE4:ENSG00000227811[1,2,2];ENCODE4:ENSG00000227811[1,1,2];ENCODE4:ENSG00000227811[1,1,1];ESPRESSO:ENST00000658759.1;smORF_parent:ENST00000658759.1+chr1:111746366-111746467_F:1_P:6		A	TRUE	FALSE	0		nmd_immune_last_exon:10	NA
ENST00000659567.1+chr17:21090919-21090993_F:1_P:23_M	chr17	+	21090919	21090993	1	GTF2FastaPatched	4	2	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	4	TRUE	0	4	TRUE	none	GENCODE_v50:ENST00000659567.1;GENCODE_v50:ENST00000671326.1;ESPRESSO:ENST00000659567.1;smORF_parent:ENST00000659567.1+chr17:21090919-21090993_F:1_P:23_M	GENCODE_v50:ENST00000659567.1;GENCODE_v50:ENST00000671326.1;ESPRESSO:ENST00000659567.1;smORF_parent:ENST00000659567.1+chr17:21090919-21090993_F:1_P:23_M		A	TRUE	FALSE	0		nmd_immune_last_exon:4	NA
ENST00000660293.1-chr5:131659763-131660014_F:1_P:2_M	chr5	-	131659763	131660014	1	GTF2FastaPatched	3	1	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	3	TRUE	3	2	TRUE	ENSG00000273217	GENCODE_v50:ENST00000660293.1;ESPRESSO:ENST00000660293.1;smORF_parent:ENST00000660293.1-chr5:131659763-131660014_F:1_P:2_M	GENCODE_v50:ENST00000660293.1;ESPRESSO:ENST00000660293.1		BC	TRUE	FALSE	0		not_applicable_single_exon:3	NA
ENST00000660425.1-chr8:103165170-103165313_F:1_P:21	chr8	-	103165170	103165313	1	GTF2FastaPatched	3	1	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	3	TRUE	0	3	TRUE	none	GENCODE_v50:ENST00000660425.2;ESPRESSO:ENST00000660425.1;smORF_parent:ENST00000660425.1-chr8:103165170-103165313_F:1_P:21	GENCODE_v50:ENST00000660425.2;ESPRESSO:ENST00000660425.1;smORF_parent:ENST00000660425.1-chr8:103165170-103165313_F:1_P:21		A	TRUE	FALSE	0		nmd_immune_last_exon:3	NA
ENST00000660526.2+chrX:102143781-102143852_F:0_P:5_M	chrX	+	102143781	102143852	1	GTF2FastaPatched	11	9	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	11	TRUE	0	11	TRUE	none	GENCODE_v50:ENST00000828773.1;GENCODE_v50:ENST00000828774.1;GENCODE_v50:ENST00000828775.1;GENCODE_v50:ENST00000828776.1;GENCODE_v50:ENST00000828777.1;GENCODE_v50:ENST00000660526.3;GENCODE_v50:ENST00000828778.1;GENCODE_v50:ENST00000828779.1;GENCODE_v50:ENST00000828780.1;ESPRESSO:ENST00000660526.2;smORF_parent:ENST00000660526.2+chrX:102143781-102143852_F:0_P:5_M	GENCODE_v50:ENST00000828773.1;GENCODE_v50:ENST00000828774.1;GENCODE_v50:ENST00000828775.1;GENCODE_v50:ENST00000828776.1;GENCODE_v50:ENST00000828777.1;GENCODE_v50:ENST00000660526.3;GENCODE_v50:ENST00000828778.1;GENCODE_v50:ENST00000828779.1;GENCODE_v50:ENST00000828780.1;ESPRESSO:ENST00000660526.2;smORF_parent:ENST00000660526.2+chrX:102143781-102143852_F:0_P:5_M		A	TRUE	FALSE	0		nmd_immune_last_exon:11	NA
ENST00000660794.1+chr21:16644840-16644908_F:1_P:109	chr21	+	16644840	16644908	1	GTF2FastaPatched	4	2	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	4	TRUE	0	4	TRUE	none	GENCODE_v50:ENST00000602659.3;GENCODE_v50:ENST00000660794.1;ESPRESSO:ENST00000660794.1;smORF_parent:ENST00000660794.1+chr21:16644840-16644908_F:1_P:109	GENCODE_v50:ENST00000602659.3;GENCODE_v50:ENST00000660794.1;ESPRESSO:ENST00000660794.1;smORF_parent:ENST00000660794.1+chr21:16644840-16644908_F:1_P:109		A	TRUE	FALSE	0		nmd_immune_last_exon:4	NA
ENST00000660802.1+chr14:96592792-96595288_F:1_P:0_M	chr14	+	96592792	96595288	3	GTF2FastaPatched	3	1	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	3	TRUE	0	3	TRUE	none	GENCODE_v50:ENST00000660802.2;ESPRESSO:ENST00000660802.1;smORF_parent:ENST00000660802.1+chr14:96592792-96595288_F:1_P:0_M	GENCODE_v50:ENST00000660802.2;ESPRESSO:ENST00000660802.1;smORF_parent:ENST00000660802.1+chr14:96592792-96595288_F:1_P:0_M		A	TRUE	FALSE	0		nmd_immune_last_exon:3	NA
ENST00000660884.1+chr20:38447017-38447073_F:1_P:3	chr20	+	38447017	38447073	1	GTF2FastaPatched	28	20	5	2	1	28	TRUE	TRUE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	28	TRUE	0	28	TRUE	none	GENCODE_v50:ENST00000483342.9;GENCODE_v50:ENST00000693500.2;GENCODE_v50:ENST00000669338.3;GENCODE_v50:ENST00000400436.8;GENCODE_v50:ENST00000724767.1;GENCODE_v50:ENST00000418383.3;GENCODE_v50:ENST00000692643.3;GENCODE_v50:ENST00000724760.1;GENCODE_v50:ENST00000661078.1;GENCODE_v50:ENST00000724777.1;GENCODE_v50:ENST00000724770.1;GENCODE_v50:ENST00000701247.2;GENCODE_v50:ENST00000724761.1;GENCODE_v50:ENST00000724782.1;GENCODE_v50:ENST00000724784.1;GENCODE_v50:ENST00000669207.2;GENCODE_v50:ENST00000661378.1;GENCODE_v50:ENST00000663763.1;GENCODE_v50:ENST00000669976.1;GENCODE_v50:ENST00000660884.1	GENCODE_v50:ENST00000483342.9;GENCODE_v50:ENST00000693500.2;GENCODE_v50:ENST00000669338.3;GENCODE_v50:ENST00000400436.8;GENCODE_v50:ENST00000724767.1;GENCODE_v50:ENST00000418383.3;GENCODE_v50:ENST00000692643.3;GENCODE_v50:ENST00000724760.1;GENCODE_v50:ENST00000661078.1;GENCODE_v50:ENST00000724777.1;GENCODE_v50:ENST00000724770.1;GENCODE_v50:ENST00000701247.2;GENCODE_v50:ENST00000724761.1;GENCODE_v50:ENST00000724782.1;GENCODE_v50:ENST00000724784.1;GENCODE_v50:ENST00000669207.2;GENCODE_v50:ENST00000661378.1;GENCODE_v50:ENST00000663763.1;GENCODE_v50:ENST00000669976.1;GENCODE_v50:ENST00000660884.1	GENCODE_v50:ENST00000483342.9;GENCODE_v50:ENST00000693500.2;GENCODE_v50:ENST00000669338.3;GENCODE_v50:ENST00000400436.8;GENCODE_v50:ENST00000724767.1;GENCODE_v50:ENST00000418383.3;GENCODE_v50:ENST00000692643.3;GENCODE_v50:ENST00000724760.1;GENCODE_v50:ENST00000661078.1;GENCODE_v50:ENST00000724777.1;GENCODE_v50:ENST00000724770.1;GENCODE_v50:ENST00000701247.2;GENCODE_v50:ENST00000724761.1;GENCODE_v50:ENST00000724782.1;GENCODE_v50:ENST00000724784.1;GENCODE_v50:ENST00000669207.2;GENCODE_v50:ENST00000661378.1;GENCODE_v50:ENST00000663763.1;GENCODE_v50:ENST00000669976.1;GENCODE_v50:ENST00000660884.1	A	TRUE	TRUE	28	GENCODE_v50:ENST00000483342.9;GENCODE_v50:ENST00000693500.2;GENCODE_v50:ENST00000669338.3;GENCODE_v50:ENST00000400436.8;GENCODE_v50:ENST00000724767.1;GENCODE_v50:ENST00000418383.3;GENCODE_v50:ENST00000692643.3;GENCODE_v50:ENST00000724760.1;GENCODE_v50:ENST00000661078.1;GENCODE_v50:ENST00000724777.1;GENCODE_v50:ENST00000724770.1;GENCODE_v50:ENST00000701247.2;GENCODE_v50:ENST00000724761.1;GENCODE_v50:ENST00000724782.1;GENCODE_v50:ENST00000724784.1;GENCODE_v50:ENST00000669207.2;GENCODE_v50:ENST00000661378.1;GENCODE_v50:ENST00000663763.1;GENCODE_v50:ENST00000669976.1;GENCODE_v50:ENST00000660884.1	nmd_predicted_50nt:28	NA
ENST00000661289.3+chr9:96774117-96774257_F:1_P:9_M	chr9	+	96774117	96774257	1	GTF2FastaPatched	3	1	0	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	3	TRUE	0	3	TRUE	none	GENCODE_v50:ENST00000661289.3;ESPRESSO:ENST00000661289.3;smORF_parent:ENST00000661289.3+chr9:96774117-96774257_F:1_P:9_M	GENCODE_v50:ENST00000661289.3;ESPRESSO:ENST00000661289.3;smORF_parent:ENST00000661289.3+chr9:96774117-96774257_F:1_P:9_M		A	TRUE	FALSE	0		nmd_immune_last_exon:3	NA
ENST00000661351.1+chr5:88282073-88282105_F:2_P:6_M	chr5	+	88282073	88282105	1	GTF2FastaPatched	93	76	8	7	2	72	TRUE	FALSE	25	TRUE	FALSE	25	TRUE	0	GENCODE_v50:ENST00000661377.2;GENCODE_v50:ENST00000669353.2;GENCODE_v50:ENST00000787433.1;GENCODE_v50:ENST00000787430.1;GENCODE_v50:ENST00000787455.1;GENCODE_v50:ENST00000659005.4;GENCODE_v50:ENST00000787459.1;GENCODE_v50:ENST00000660783.1;GENCODE_v50:ENST00000504769.5;GENCODE_v50:ENST00000787466.1;GENCODE_v50:ENST00000787467.1;GENCODE_v50:ENST00000787436.1;GENCODE_v50:ENST00000787475.1;GENCODE_v50:ENST00000787471.1;GENCODE_v50:ENST00000659938.1;GENCODE_v50:ENST00000665926.1;GENCODE_v50:ENST00000667511.1;GENCODE_v50:ENST00000506584.5;GENCODE_v50:ENST00000667127.1;GENCODE_v50:ENST00000657491.1	0	TRUE	93	TRUE	0	93	TRUE	none	GENCODE_v50:ENST00000661377.2;GENCODE_v50:ENST00000669353.2;GENCODE_v50:ENST00000787452.1;GENCODE_v50:ENST00000688087.1;GENCODE_v50:ENST00000702628.2;GENCODE_v50:ENST00000689901.3;GENCODE_v50:ENST00000666577.1;GENCODE_v50:ENST00000688118.3;GENCODE_v50:ENST00000688523.2;GENCODE_v50:ENST00000787453.1;GENCODE_v50:ENST00000787434.1;GENCODE_v50:ENST00000787433.1;GENCODE_v50:ENST00000787430.1;GENCODE_v50:ENST00000658094.1;GENCODE_v50:ENST00000663476.1;GENCODE_v50:ENST00000661627.1;GENCODE_v50:ENST00000664546.1;GENCODE_v50:ENST00000787454.1;GENCODE_v50:ENST00000787455.1;GENCODE_v50:ENST00000663490.1	GENCODE_v50:ENST00000661377.2;GENCODE_v50:ENST00000669353.2;GENCODE_v50:ENST00000787452.1;GENCODE_v50:ENST00000688087.1;GENCODE_v50:ENST00000702628.2;GENCODE_v50:ENST00000689901.3;GENCODE_v50:ENST00000666577.1;GENCODE_v50:ENST00000688118.3;GENCODE_v50:ENST00000688523.2;GENCODE_v50:ENST00000787453.1;GENCODE_v50:ENST00000787434.1;GENCODE_v50:ENST00000787433.1;GENCODE_v50:ENST00000787430.1;GENCODE_v50:ENST00000658094.1;GENCODE_v50:ENST00000663476.1;GENCODE_v50:ENST00000661627.1;GENCODE_v50:ENST00000664546.1;GENCODE_v50:ENST00000787454.1;GENCODE_v50:ENST00000787455.1;GENCODE_v50:ENST00000663490.1	GENCODE_v50:ENST00000787452.1;GENCODE_v50:ENST00000688087.1;GENCODE_v50:ENST00000702628.2;GENCODE_v50:ENST00000666577.1;GENCODE_v50:ENST00000688118.3;GENCODE_v50:ENST00000688523.2;GENCODE_v50:ENST00000787434.1;GENCODE_v50:ENST00000787433.1;GENCODE_v50:ENST00000787430.1;GENCODE_v50:ENST00000658094.1;GENCODE_v50:ENST00000663476.1;GENCODE_v50:ENST00000661627.1;GENCODE_v50:ENST00000664546.1;GENCODE_v50:ENST00000787454.1;GENCODE_v50:ENST00000787455.1;GENCODE_v50:ENST00000663490.1;GENCODE_v50:ENST00000787456.1;GENCODE_v50:ENST00000787442.1;GENCODE_v50:ENST00000787435.1;GENCODE_v50:ENST00000653918.1	A	TRUE	TRUE	62	GENCODE_v50:ENST00000787452.1;GENCODE_v50:ENST00000688087.1;GENCODE_v50:ENST00000702628.2;GENCODE_v50:ENST00000666577.1;GENCODE_v50:ENST00000688118.3;GENCODE_v50:ENST00000688523.2;GENCODE_v50:ENST00000787434.1;GENCODE_v50:ENST00000658094.1;GENCODE_v50:ENST00000663476.1;GENCODE_v50:ENST00000661627.1;GENCODE_v50:ENST00000664546.1;GENCODE_v50:ENST00000787454.1;GENCODE_v50:ENST00000663490.1;GENCODE_v50:ENST00000787456.1;GENCODE_v50:ENST00000787442.1;GENCODE_v50:ENST00000787435.1;GENCODE_v50:ENST00000653918.1;GENCODE_v50:ENST00000787458.1;GENCODE_v50:ENST00000659093.1;GENCODE_v50:ENST00000504636.2	nmd_immune_last_exon:6;nmd_predicted_50nt:62;nsd_predicted_no_stop:25	NA
ENST00000661377.2+chr5:88285149-88285247_F:0_P:74	chr5	+	88285149	88285247	1	GTF2FastaPatched	9	6	0	2	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	9	TRUE	0	9	TRUE	none	GENCODE_v50:ENST00000661377.2;GENCODE_v50:ENST00000669353.2;GENCODE_v50:ENST00000659005.4;GENCODE_v50:ENST00000660783.1;GENCODE_v50:ENST00000659938.1;GENCODE_v50:ENST00000667511.1;ESPRESSO:ENST00000661377.2;ESPRESSO:ENST00000659005.3;smORF_parent:ENST00000661377.2+chr5:88285149-88285247_F:0_P:74	GENCODE_v50:ENST00000661377.2;GENCODE_v50:ENST00000669353.2;GENCODE_v50:ENST00000659005.4;GENCODE_v50:ENST00000660783.1;GENCODE_v50:ENST00000659938.1;GENCODE_v50:ENST00000667511.1;ESPRESSO:ENST00000661377.2;ESPRESSO:ENST00000659005.3;smORF_parent:ENST00000661377.2+chr5:88285149-88285247_F:0_P:74		A	TRUE	FALSE	0		nmd_immune_last_exon:9	NA
