smorf_id	category	itemRgb	chosen_tx_source	chosen_transcript_id	chosen_decay_class	chosen_disruption_tier	chosen_disruption_qualifying	n_categories_present	categories_present	n_compatible_tx	nsd_confident_tx	nsd_gate_reason	is_in_908_conjunction
ESPRESSO_chr19_14365_11-chr19:15118006-15122776_F:0_P:7_alt_initiation_2	gold	255,215,0	GENCODE_v50	ENST00000598709.1	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	46	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_14365_11-chr19:15122780-15122974_F:0_P:6	gold	255,215,0	GENCODE_v50	ENST00000600984.5	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	66	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_14365_11-chr19:15122780-15122974_F:0_P:6_alt_initiation_1	gold	255,215,0	GENCODE_v50	ENST00000600984.5	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	66	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_14365_7-chr19:15115255-15115662_F:0_P:4_M	dark_green	0,100,0	GENCODE_v50	ENST00000534378.6	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	64	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14377_4-chr19:15451659-15451892_F:0_P:8_M	dark_green	0,100,0	GENCODE_v50	ENST00000609274.6	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	22	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14418_11+chr19:16552676-16552978_F:0_P:11_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14418_11	nsd_predicted_no_stop	A	TRUE	1	dark_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14418_46-chr19:16631487-16631702_F:1_P:1_M	dark_green	0,100,0	GENCODE_v50	ENST00000594662.5	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	24	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14441_10-chr19:17617796-17626652_F:2_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14441_10	nsd_predicted_no_stop	BC	TRUE	2	dark_green;light_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14441_13-chr19:17658166-17669634_F:1_P:0_M	nsd_intact	188,158,217	GENCODE_v50	ENST00000550896.2	nsd_predicted_no_stop	none	FALSE	3	dark_green;light_green;nsd_intact	7	5	confident_nsd_uncontradicted	FALSE
ESPRESSO_chr19_14442_4+chr19:17733369-17734425_F:2_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14442_4	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14466_13+chr19:18340596-18340706_F:0_P:0	gold	255,215,0	ESPRESSO	ESPRESSO_chr19_14466_13	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	29	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_14466_13+chr19:18340596-18340706_F:0_P:0_alt_initiation_1	gold	255,215,0	ESPRESSO	ESPRESSO_chr19_14466_13	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	30	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_14472_18+chr19:18557907-18562102_F:0_P:0_M	gold	255,215,0	ESPRESSO	ESPRESSO_chr19_14472_18	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	22	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_14473_10-chr19:18593606-18593794_F:2_P:1	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14473_10	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	6	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14473_10-chr19:18593606-18593794_F:2_P:1_alt_initiation_1	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14473_10	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	6	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14473_58+chr19:18573301-18575147_F:0_P:0_M	light_green	144,238,144	GENCODE_v50	ENST00000896908.2	nmd_immune_last_exon	none	FALSE	1	light_green	5	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14486_9+chr19:19248796-19250023_F:2_P:23_M	nsd_intact	188,158,217	GENCODE_v50	ENST00000910089.2	nsd_predicted_no_stop	none	FALSE	3	dark_green;light_green;nsd_intact	11	9	confident_nsd_uncontradicted	FALSE
ESPRESSO_chr19_14492_16+chr19:19527711-19528123_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000606722.1	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	48	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14492_23+chr19:19516239-19528123_F:0_P:0_M	light_green	144,238,144	GENCODE_v50	ENST00000911746.2	nmd_immune_last_exon	none	FALSE	1	light_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14707_102+chr19:35142757-35153913_F:2_P:1_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14707_102	nmd_immune_last_exon	A	TRUE	1	dark_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14707_33+chr19:35143334-35153913_F:2_P:0_M	light_green	144,238,144	GENCODE_v50	ENST00000900287.2	nmd_immune_last_exon	none	FALSE	1	light_green	4	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14707_35+chr19:35143334-35153913_F:2_P:0_M	light_green	144,238,144	GENCODE_v50	ENST00000968511.2	nmd_immune_last_exon	none	FALSE	1	light_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14707_83+chr19:35143334-35151531_F:2_P:0_M	firebrick	178,34,34	ENCODE4	ENSG00000221946[1,8,1]	nmd_predicted_50nt	none	FALSE	1	firebrick	4	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14738_10+chr19:35651244-35658696_F:0_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14738_10	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14738_10+chr19:35654629-35658644_F:2_P:6_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14738_10	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14759_17+chr19:36141012-36149622_F:1_P:1_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14759_17	nmd_unlikely_within_50nt	B	TRUE	2	dark_green;light_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14768_9-chr19:36448034-36448294_F:0_P:25_M	light_green	144,238,144	GENCODE_v50	ENST00000493391.6	nmd_immune_last_exon	none	FALSE	3	light_green;gold;firebrick	44	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_14799_17+chr19:38619269-38632440_F:2_P:0_M	gold	255,215,0	ESPRESSO	ESPRESSO_chr19_14799_17	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_14805_4-chr19:38815616-38815705_F:1_P:9_M	dark_green	0,100,0	GENCODE_v50	ENST00000601333.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	64	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14822_23-chr19:39328480-39329053_F:1_P:2_M	dark_green	0,100,0	GENCODE_v50	ENST00000601731.1	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	51	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14829_6-chr19:39433276-39435895_F:1_P:1_M	light_green	144,238,144	GENCODE_v50	ENST00000912431.2	nmd_immune_last_exon	none	FALSE	1	light_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14859_14+chr19:39980292-39981302_F:0_P:9_M	dark_green	0,100,0	GENCODE_v50	ENST00000593455.5	nmd_immune_last_exon	B	TRUE	3	dark_green;light_green;firebrick	22	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14880_46+chr19:40778376-40796714_F:0_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14880_46	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_14898_15-chr19:41500737-41501176_F:1_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_14898_15	nmd_immune_last_exon	A	TRUE	2	dark_green;gold	3	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_14995_8+chr19:45067453-45067548_F:1_P:1	dark_green	0,100,0	ENCODE4	ENSG00000104859[5,11,8]	nmd_unlikely_within_50nt	BC	TRUE	3	dark_green;gold;firebrick	26	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_14995_8+chr19:45067453-45067548_F:1_P:1_alt_initiation_1	dark_green	0,100,0	ENCODE4	ENSG00000104859[5,11,8]	nmd_unlikely_within_50nt	BC	TRUE	3	dark_green;gold;firebrick	26	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_15002_50-chr19:45423289-45423894_F:0_P:0	gold	255,215,0	ESPRESSO	ESPRESSO_chr19_15002_50	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	60	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_15034_102+chr19:46601435-46608511_F:2_P:0_M	gold	255,215,0	ESPRESSO	ESPRESSO_chr19_15034_102	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	3	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_15034_65+chr19:46601435-46610655_F:2_P:0_M	light_green	144,238,144	ESPRESSO	ESPRESSO_chr19_15034_65	nmd_immune_last_exon	none	FALSE	1	light_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_15034_83+chr19:46601435-46609150_F:2_P:0_M	light_green	144,238,144	GENCODE_v50	ENST00001043571.1	nmd_immune_last_exon	none	FALSE	1	light_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_15046_27-chr19:47090133-47112349_F:1_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_15046_27	nsd_predicted_no_stop	BC	TRUE	2	dark_green;light_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_15084_10-chr19:48616108-48619143_F:0_P:0_M	firebrick	178,34,34	ESPRESSO	ESPRESSO_chr19_15084_10	nmd_predicted_50nt	none	FALSE	1	firebrick	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_15086_17-chr19:48645257-48645632_F:2_P:3_M	firebrick	178,34,34	GENCODE_v50	ENST00001016158.1	nmd_predicted_50nt	none	FALSE	1	firebrick	5	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_15104_11-chr19:48965309-48965509_F:0_P:3_M	nsd_disrupted	106,61,154	GENCODE_v50	ENST00000812091.1	nsd_predicted_no_stop	A	TRUE	2	dark_green;nsd_disrupted	3	1	confident_nsd_uncontradicted	FALSE
ESPRESSO_chr19_15201_31-chr19:51345214-51350358_F:1_P:8_M	dark_green	0,100,0	GENCODE_v50	ENST00000354232.9	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	25	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_15344_16+chr19:54102879-54106899_F:0_P:0_M	light_green	144,238,144	GENCODE_v50	ENST00001081508.1	nmd_immune_last_exon	none	FALSE	1	light_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_15350_18+chr19:54206329-54207572_F:2_P:3_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr19_15350_18	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	52	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_15399_3-chr19:55239655-55240975_F:1_P:2	gold	255,215,0	ESPRESSO	ESPRESSO_chr19_15399_3	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	58	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_15399_3-chr19:55239655-55240975_F:1_P:2_alt_initiation_1	gold	255,215,0	ESPRESSO	ESPRESSO_chr19_15399_3	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	63	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr19_15409_22+chr19:55386358-55388329_F:1_P:0_M	light_green	144,238,144	GENCODE_v50	ENST00000929181.2	nmd_immune_last_exon	none	FALSE	1	light_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr19_15409_7+chr19:55388291-55388329_F:0_P:1_M	dark_green	0,100,0	GENCODE_v50	ENST00000426763.3	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	98	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_0_13-chr1:15895-16876_F:0_P:6	dark_green	0,100,0	GENCODE_v50	ENST00000831480.1	nmd_immune_last_exon	A	TRUE	2	dark_green;gold	90	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_1082_12+chr1:75740053-75740085_F:1_P:10_M	dark_green	0,100,0	GENCODE_v50	ENST00000679804.1	nmd_immune_last_exon	B	TRUE	4	dark_green;light_green;gold;firebrick	140	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_1181_7+chr1:87334508-87344793_F:2_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_1181_7	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_11_4-chr1:187270-187832_F:1_P:6_M	dark_green	0,100,0	GENCODE_v50	ENST00000831652.1	nmd_immune_last_exon	A	TRUE	2	dark_green;gold	106	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_126_15-chr1:6186675-6199573_F:1_P:0_M	light_green	144,238,144	GENCODE_v50	ENST00001101781.1	nmd_immune_last_exon	none	FALSE	1	light_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_126_20-chr1:6186675-6199573_F:1_P:0_M	light_green	144,238,144	ESPRESSO	ESPRESSO_chr1_126_20	nmd_immune_last_exon	none	FALSE	1	light_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_126_8-chr1:6146340-6146802_F:1_P:0_M	nsd_disrupted	106,61,154	ESPRESSO	ESPRESSO_chr1_126_41	nsd_predicted_no_stop	BC	TRUE	3	dark_green;light_green;nsd_disrupted	7	5	confident_nsd_uncontradicted	FALSE
ESPRESSO_chr1_1289_11-chr1:96678877-96679227_F:1_P:1_M	dark_green	0,100,0	GENCODE_v50	ENST00000468715.1	not_applicable_single_exon	A	TRUE	1	dark_green	6	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1289_11-chr1:96679224-96679620_F:0_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_1289_11	nmd_immune_last_exon	A	TRUE	1	dark_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_132_5-chr1:6475492-6497323_F:1_P:0_M	nsd_intact	188,158,217	GENCODE_v50	ENST00000400915.8	nsd_predicted_no_stop	none	FALSE	2	light_green;nsd_intact	9	7	confident_nsd_uncontradicted	FALSE
ESPRESSO_chr1_1379_0+chr1:108992396-108992833_F:2_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000414070.1	not_applicable_single_exon	A	TRUE	1	dark_green	5	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1453_16-chr1:112702820-112703032_F:2_P:10_M	gold	255,215,0	GENCODE_v50	ENST00000473074.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	8	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_1453_23-chr1:112701543-112703395_F:2_P:2_M	light_green	144,238,144	GENCODE_v50	ENST00001020896.1	nmd_immune_last_exon	none	FALSE	1	light_green	15	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_154_8-chr1:8861100-8874908_F:1_P:2_M	light_green	144,238,144	GENCODE_v50	ENST00001087797.1	nmd_immune_last_exon	none	FALSE	1	light_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1567_4-chr1:120156329-120156349_F:0_P:20_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_1567_4	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	42	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1567_4-chr1:120157041-120160432_F:1_P:6_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_1567_4	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	41	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1568_32+chr1:120319537-120327438_F:1_P:0_M	dark_green	0,100,0	GENCODE_v50	ENST00000813752.1	nmd_immune_last_exon	A	TRUE	1	dark_green	7	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1627_9-chr1:145164442-145164492_F:0_P:5	dark_green	0,100,0	GENCODE_v50	ENST00000578899.5	nmd_immune_last_exon	A	TRUE	1	dark_green	46	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1627_9-chr1:145164442-145164492_F:0_P:5_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000578899.5	nmd_immune_last_exon	A	TRUE	1	dark_green	46	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1656_7+chr1:146387773-146387826_F:2_P:3_M	dark_green	0,100,0	GENCODE_v50	ENST00000660431.2	nmd_immune_last_exon	A	TRUE	1	dark_green	10	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1670_14-chr1:147647426-147650225_F:1_P:2_M	dark_green	0,100,0	GENCODE_v50	ENST00000460583.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	25	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1698_40-chr1:149259715-149259741_F:2_P:14	dark_green	0,100,0	GENCODE_v50	ENST00000789175.1	nmd_immune_last_exon	A	TRUE	1	dark_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1698_47-chr1:149190528-149198378_F:1_P:4_M	dark_green	0,100,0	GENCODE_v50	ENST00000789057.1	nmd_immune_last_exon	A	TRUE	1	dark_green	49	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_170_8+chr1:9553703-9553762_F:2_P:4	gold	255,215,0	ESPRESSO	ESPRESSO_chr1_170_7	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	25	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_170_9+chr1:9540342-9553673_F:0_P:4	gold	255,215,0	ESPRESSO	ESPRESSO_chr1_170_9	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	2	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_170_9+chr1:9540342-9553673_F:0_P:4_alt_initiation_1	gold	255,215,0	ESPRESSO	ESPRESSO_chr1_170_9	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	2	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_1763_23+chr1:151266331-151267340_F:0_P:2_M	dark_green	0,100,0	GENCODE_v50	ENST00000427779.5	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	75	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1773_15-chr1:151709303-151714675_F:2_P:2_M	gold	255,215,0	GENCODE_v50	ENST00000478829.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	7	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_182_1+chr1:10450224-10451592_F:0_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_182_1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	5	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1872_47+chr1:154220975-154225095_F:2_P:1	firebrick	178,34,34	GENCODE_v50	ENST00000412596.5	nmd_predicted_50nt	none	FALSE	1	firebrick	31	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1912_65+chr1:155318920-155320606_F:0_P:13_M	dark_green	0,100,0	GENCODE_v50	ENST00000490140.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	70	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1937_9-chr1:156467099-156467170_F:2_P:8_M	dark_green	0,100,0	ENCODE4	ENSG00000116604[5,8,2]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	60	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_1947_10+chr1:156657039-156658668_F:0_P:0_M	gold	255,215,0	ESPRESSO	ESPRESSO_chr1_1947_10	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	2	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_1947_12+chr1:156656319-156658131_F:0_P:30_M	firebrick	178,34,34	GENCODE_v50	ENST00000329117.10	nmd_predicted_50nt	none	FALSE	1	firebrick	15	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_2016_4+chr1:159053715-159054861_F:2_P:56	dark_green	0,100,0	GENCODE_v50	ENST00000562225.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	37	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_203_2-chr1:11920191-11920310_F:0_P:11	dark_green	0,100,0	ENCODE4	ENSG00000116685[2,4,1]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	17	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_203_2-chr1:11920191-11920310_F:0_P:11_alt_initiation_1	dark_green	0,100,0	ENCODE4	ENSG00000116685[2,4,1]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	17	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_2071_10-chr1:161100686-161102306_F:2_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_2071_10	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	10	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_2129_11+chr1:165651023-165655501_F:1_P:2_M	light_green	144,238,144	GENCODE_v50	ENST00000855198.1	nmd_immune_last_exon	none	FALSE	1	light_green	59	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_214_24+chr1:12508984-12509145_F:1_P:47	dark_green	0,100,0	GENCODE_v50	ENST00000543766.2	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	24	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_214_24+chr1:12508984-12509145_F:1_P:47_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000543766.2	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	24	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_214_24+chr1:12508984-12509145_F:1_P:47_alt_initiation_2	dark_green	0,100,0	GENCODE_v50	ENST00000543766.2	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	24	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_2217_8+chr1:173487750-173487860_F:2_P:3_M	dark_green	0,100,0	GENCODE_v50	ENST00000470017.1	nmd_immune_last_exon	BC	TRUE	3	dark_green;light_green;firebrick	47	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_2245_11-chr1:178025846-178031599_F:0_P:2_M	dark_green	0,100,0	GENCODE_v50	ENST00000760164.1	nmd_immune_last_exon	A	TRUE	1	dark_green	14	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_2311_10+chr1:183424145-183424243_F:0_P:19_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_2311_10	nmd_immune_last_exon	A	TRUE	1	dark_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_2447_85+chr1:201812557-201813253_F:1_P:44_M	gold	255,215,0	GENCODE_v50	ENST00000367295.5	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	25	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_2448_7+chr1:201891415-201891843_F:1_P:4_M	dark_green	0,100,0	GENCODE_v50	ENST00000464117.1	nmd_immune_last_exon	BC	TRUE	3	dark_green;light_green;firebrick	28	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_2776_16-chr1:227145709-227147431_F:1_P:36	gold	255,215,0	ESPRESSO	ESPRESSO_chr1_2776_16	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	26	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_2776_16-chr1:227145709-227147431_F:1_P:36_alt_initiation_1	gold	255,215,0	ESPRESSO	ESPRESSO_chr1_2776_16	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	26	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_2796_8+chr1:228097653-228098010_F:0_P:1_M	dark_green	0,100,0	GENCODE_v50	ENST00000470670.5	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	55	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_3102_2+chr1:248845603-248846319_F:2_P:3_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_3102_2	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_325_21+chr1:17697131-17697418_F:2_P:9	dark_green	0,100,0	GENCODE_v50	ENST00000495593.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	73	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_325_21+chr1:17697131-17697418_F:2_P:9_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000495593.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	73	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_339_20-chr1:19145882-19145920_F:1_P:3	gold	255,215,0	GENCODE_v50	ENST00000465036.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	8	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_339_22-chr1:19184172-19186614_F:0_P:27_M	gold	255,215,0	ESPRESSO	ESPRESSO_chr1_339_22	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	7	0	no_confident_nsd_tx	TRUE
ESPRESSO_chr1_341_3-chr1:19258840-19258944_F:1_P:2_M	nsd_disrupted	106,61,154	ESPRESSO	ESPRESSO_chr1_341_5	nsd_predicted_no_stop	A	TRUE	2	dark_green;nsd_disrupted	3	1	confident_nsd_uncontradicted	FALSE
ESPRESSO_chr1_348_44-chr1:19657531-19657572_F:0_P:2	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_348_44	nmd_immune_last_exon	A	TRUE	1	dark_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_348_89+chr1:19597046-19626544_F:2_P:0_M	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_348_89	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	3	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_400_17-chr1:22643635-22647825_F:0_P:4	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_400_17	nsd_predicted_no_stop	A	TRUE	1	dark_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_400_17-chr1:22643635-22647825_F:0_P:4_alt_initiation_1	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_400_17	nsd_predicted_no_stop	A	TRUE	1	dark_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_400_17-chr1:22643635-22647825_F:0_P:4_alt_initiation_2	dark_green	0,100,0	ESPRESSO	ESPRESSO_chr1_400_17	nsd_predicted_no_stop	A	TRUE	1	dark_green	2	0	no_confident_nsd_tx	FALSE
ESPRESSO_chr1_400_30+chr1:22639282-22639404_F:1_P:2_M	dark_green	0,100,0	GENCODE_v50	ENST00000695738.2	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	36	0	no_confident_nsd_tx	FALSE
