transcript_ID,transcript_name,gene_ID,sample_1092_PAM41667,sample_1131_PAM44580,sample_1163_PAM44604,sample_1186_PAM43869,sample_1218_PAM43779,sample_1271_PAM44815,sample_1291_PAG71816,sample_1304_PAM44487,sample_5292_PAG75292,sample_5295_PAG77944,sample_5356_PAM42933,sample_579_PAG75663
ESPRESSO:chr6:25468:30,NA,ENSG00000096384.20,9.84,7.04,2.8,0,2.38,4.41,4.52,0,0.79,0,0,3.18
ESPRESSO:chr6:25468:31,NA,ENSG00000096384.20,8.16,88.78,5.77,1.54,0,7.04,5.5,0,14.73,2.52,0,8.96
ESPRESSO:chr6:25468:17,NA,ENSG00000096384.20,2.5,1.23,1.44,0.52,1.1,2.18,1.99,0,2.83,0.76,0.62,1.79
ESPRESSO:chr6:25468:33,NA,ENSG00000096384.20,0,0,1.24,0,1.29,1.52,1.74,0,0,1.79,0,2.2
ESPRESSO:chr6:25468:1,NA,NA,4.47,3.38,2.08,1.21,1.17,2.88,2.53,1.45,3.22,0.99,1.25,3.35
ESPRESSO:chr6:25468:22,NA,ENSG00000096384.20,5.68,0,8.59,2.04,3.99,16.79,7.74,0,9.71,5.44,3.13,7.63
ESPRESSO:chr6:25468:26,NA,ENSG00000096384.20,29.54,58.97,23.83,3.7,2.25,8.32,9.56,1.41,13.62,12.96,27.17,5.11
ESPRESSO:chr6:25468:29,NA,ENSG00000096384.20,9.34,7.45,4.65,0,1.03,2.51,4.67,28.15,3.62,2.39,10.86,0
ENST00000393812.4,SLC35B2-202,ENSG00000157593.19,1.14,0,9.09,3.32,8.69,3.24,10.61,0.48,4.05,9.92,0,2.96
ENST00000619360.6,NFKBIE-204,ENSG00000146232.17,3.75,2.18,1.93,2.3,2.83,4.14,2.58,4.36,3.5,2.22,3.13,4.04
ENST00000275015.9,NFKBIE-201,ENSG00000146232.17,3.75,2.18,1.93,2.3,2.83,4.14,2.58,4.36,3.5,2.22,3.13,4.04
ENST00000371477.4,CDC5L-201,ENSG00000096401.8,23.93,18.86,48,19.96,23.81,42.69,31.55,16.95,38.03,21.23,15.01,31.07
ESPRESSO:chr6:25472:2,NA,NA,0.43,3.38,0.55,0.48,0.43,0.9,1.16,2.91,0.28,0.33,2.92,0.23
ENST00000371459.6,SUPT3H-202,ENSG00000196284.17,2.66,0.48,2.26,0,1.8,3.94,0.84,1.62,1.46,6.28,0,1.37
ENST00000674231.1,SUPT3H-207,ENSG00000196284.17,2.36,0.48,2.93,3.63,1.8,6.26,1.56,1.62,2.42,2.53,0,1.03
ESPRESSO:chr6:25475:8,NA,NA,2.74,5.8,0.67,1.09,0.96,1.44,0.53,15.98,1.01,0.49,10.84,1.07
ESPRESSO:chr6:25475:42,NA,NA,0.72,1.93,0.61,0.24,0.21,1.17,1.47,3.39,0.74,4.61,4.17,0.84
ENST00000689613.2,ENST00000689613,ENSG00000231769.4,1.87,0,0.06,0.12,0.85,0.81,0,1.21,0.61,0,0.52,2.99
ENST00000321037.5,ENPP4-201,ENSG00000001561.7,1.87,0.48,6.13,1.69,5.13,2.79,3.48,1.94,3.04,3.29,0.42,3.27
ENST00000230565.3,ENPP5-201,ENSG00000112796.10,0.86,0.97,0.67,0.82,2.38,3.65,4.04,0.1,2.87,1.15,0,2.56
ESPRESSO:chr6:25479:5,NA,ENSG00000112796.10,0.29,0,1.05,0,1.02,3.28,1.3,0.1,2.1,0.66,0,0.47
ENST00000330430.10,RCAN2-202,ENSG00000172348.16,13.93,9.12,20.66,0,15.23,27.88,13.26,7.62,29.29,6.9,0,28.22
ENST00000371374.6,RCAN2-203,ENSG00000172348.16,4.03,15.09,0,4.37,8.56,6.68,8.41,19.42,3.76,6.3,30.9,2.55
ENST00000306764.11,RCAN2-201,ENSG00000172348.16,2.25,2.39,4.07,2.16,0.28,8.5,4.07,5.39,7.14,2.1,21.15,6.36
ENST00000274793.12,PLA2G7-201,ENSG00000146070.17,2.52,0.16,3.25,1.45,0.75,0.42,2.11,0,2.21,0.22,0.97,2.06
ENST00000604616.1,SLC25A27-207,ENSG00000153291.16,0.39,0.13,2.26,0,0,0.86,0,0.03,1.52,1.12,15.43,0.63
ENST00000371347.10,SLC25A27-201,ENSG00000153291.16,2.94,2.03,0.61,0.79,1.46,4.92,0,3.75,2.74,1.15,3.78,3.79
ESPRESSO:chr6:25483:19,NA,ENSG00000153291.16,11.37,7.56,4.26,2.98,4.56,10.07,3.05,15.1,11.29,1.36,0,13.15
ENST00000265417.7,ADGRF5-201,ENSG00000069122.19,2.02,0.73,0.74,0.48,0.75,1.26,7.69,0.97,1.93,10.37,0,0.69
ENST00000296861.2,TNFRSF21-201,ENSG00000146072.6,4.47,0.48,5.27,0,4.49,8.97,7,0.48,10.31,8.56,2.5,12.03
ENST00000274813.4,MMUT-201,ENSG00000146085.8,12.68,2.66,15.72,12.45,15.6,22.16,17.58,1.69,19.16,11.72,1.25,12.11
ESPRESSO:chr6:25507:3,NA,ENSG00000146085.8,0,2.66,2.17,1.71,0.85,0.29,1.69,1.69,0.73,3.1,1.25,0.37
ENST00000335783.4,CENPQ-201,ENSG00000031691.7,0,0,4.5,0.71,0.89,0.81,1.94,0,0.83,0.94,0,0
ESPRESSO:chr6:25531:4,NA,NA,0.72,0,0.86,0,0.32,0.36,1.05,0,0.74,0,7.51,1.83
ESPRESSO:chr6:25532:0,NA,NA,0.72,0,0.86,0,0.32,0.36,1.05,0,0.74,0,7.51,1.83
ENST00000596288.7,MCM3-205,ENSG00000112118.20,2.97,1.21,11.13,5.89,12.42,7.72,5.77,2.16,4.76,14.29,5.8,9.05
ESPRESSO:chr6:25541:10,NA,ENSG00000112118.20,1.12,2.41,1.92,0.52,0.16,0.1,2.15,0.03,0.44,2.53,0.49,0.29
ENST00000637340.1,EFHC1-232,ENSG00000096093.16,1.51,2.61,2.77,2.95,0.92,2.65,0,2.73,4.98,1.82,0.52,0.37
ENST00000371068.11,EFHC1-201,ENSG00000096093.16,1.51,2.61,3.26,3.03,3.12,4.34,5.73,2.73,0,5.75,0.52,7.11
ENST00000182527.4,TRAM2-201,ENSG00000065308.5,0.72,1.45,0.55,0,1.71,0.54,0.74,0,0.55,1.15,0,0.76
ENST00000637121.1,EFHC1-228,ENSG00000096093.16,1.51,2.61,0.16,2.36,1.5,0.39,0,2.73,1.1,0.47,0.52,0
ENST00000211314.5,TMEM14A-201,ENSG00000096092.6,67.71,17.89,95.36,33.28,77.18,158.36,147.59,33.79,193.71,59.41,10.43,164.13
ESPRESSO:chr6:25545:2,NA,ENSG00000096092.6,0,0,4.8,0.93,4.17,1.67,4.81,1.08,3.98,1.69,0,2.43
ESPRESSO:chr6:25545:3,NA,ENSG00000096092.6,0.15,0,0.51,0.74,0.23,1.31,1.1,0,1.24,0.71,0,1.19
ESPRESSO:chr6:25545:10,NA,ENSG00000096092.6,2.88,0,0.61,0.36,1.39,14.39,1.16,0,2.49,3.13,0,3.01
ENST00000370963.9,GSTA4-203,ENSG00000170899.11,18.02,1.41,14.53,10.56,22.96,36.89,23.13,0.07,34.96,13.61,3.75,43.57
ESPRESSO:chr6:25557:5,NA,ENSG00000170899.11,0,0,1.9,0.75,0.6,3.4,2.37,0,0,2.24,0,2.08
ESPRESSO:chr6:25557:9,NA,ENSG00000170899.11,1.66,0,0.36,0,0.42,1.25,3.68,4.54,3.23,1.81,0,1.54
ESPRESSO:chr6:25557:19,NA,ENSG00000170899.11,2.35,0,3.17,1.5,1,16.13,4.82,0,4.72,2.49,0,1.98
ESPRESSO:chr6:25557:20,NA,ENSG00000170899.11,1.28,5.63,0.86,0.26,1.97,0.49,0.82,4.78,1.88,1.03,0,2.82
ENST00000676107.1,CILK1-203,ENSG00000112144.16,0.29,2.42,0.8,0.12,0.75,0.18,1.47,0.97,0.46,1.48,1.67,1.07
ENST00000323557.12,FBXO9-202,ENSG00000112146.17,7.49,12.09,3.59,5.7,9.82,7.35,5.48,12.59,10.16,9.26,15.43,7.99
ENST00000304434.11,ELOVL5-201,ENSG00000012660.14,0.43,0,30.48,2.66,11.1,15.19,27.83,0,10.58,22.16,0.97,8.95
ENST00000370913.5,ELOVL5-202,ENSG00000012660.14,1.59,0,3.12,1.69,1.39,1.9,0.32,0,1.11,1.49,0,0
ENST00000542638.5,ELOVL5-207,ENSG00000012660.14,0.14,0,4.44,0,4.01,0.92,4.19,0,1.02,8.62,0.97,0.34
ENST00000515580.1,GCLC-211,ENSG00000001084.13,0,0.97,2.63,1.69,1.07,0.81,0,0,1.84,1.65,0,0
ENST00000650454.1,GCLC-214,ENSG00000001084.13,0.86,0.16,7.93,0,2.07,2.7,0.53,0,1.22,2.74,0,1.08
ENST00000509541.5,GCLC-205,ENSG00000001084.13,0,0.16,0.94,1.53,1.24,0,3.16,0,1.63,0.39,0,1.44
ENST00000370888.6,LRRC1-202,ENSG00000137269.15,1.08,0,7.6,4.6,2.67,2.07,2.95,0,0.64,4.13,0.63,1.6
ESPRESSO:chr6:25577:17,NA,ENSG00000146147.15,4.21,0.44,0.3,0.04,2.59,5.09,6.13,1.24,5.95,2.42,3.29,6.88
ENST00000274901.9,HMGCLL1-201,ENSG00000146151.14,2.02,0,0,0.92,1.01,3.92,0,1.39,2.82,0,0,3.6
ENST00000651289.1,DST-236,ENSG00000151914.22,31.32,47.83,18.89,9.72,26.98,18.26,16.78,20.66,24.2,20.51,21.28,18.94
ENST00000482156.5,DST-212,ENSG00000151914.22,0.29,0.98,4.01,1.03,3.29,2.13,6.02,0.97,3.89,3.92,1.76,0.32
ENST00000466429.5,DST-211,ENSG00000151914.22,1.32,0.49,11.12,2.45,11.02,2.03,5.76,5.81,10.59,8.85,0,2.57
ENST00000518464.5,DST-218,ENSG00000151914.22,8.07,2.9,11.39,3.51,8.12,6.48,4.63,1.45,18.33,12.51,6.26,10.2
ESPRESSO:chr6:25594:23,NA,ENSG00000151914.22,0,0,4.21,0.78,3.41,1.75,1.02,0,3.63,1.38,2.63,1.57
ESPRESSO:chr6:25594:21,NA,ENSG00000151914.22,14.24,20.31,10.89,3.75,13.78,11.35,10.53,22.28,9.95,17.28,35.03,13.93
ESPRESSO:chr6:25594:22,NA,ENSG00000151914.22,6.84,12.11,1.58,3.44,5.6,5.02,0.75,41.33,1.81,0.89,39.81,5.3
ESPRESSO:chr6:25594:18,NA,ENSG00000151914.22,13.69,12.57,12.33,2.06,11.24,11.71,15.69,6.3,10.13,18.07,20.85,15.45
ESPRESSO:chr6:25594:19,NA,ENSG00000151914.22,4.5,4.11,1.79,0.82,2.15,1.76,2.45,15.5,2.13,7.64,6.05,0.22
ESPRESSO:chr6:25594:20,NA,ENSG00000151914.22,3,4.11,3.05,0.27,2.45,1.76,3.97,0,3.95,5.53,6.05,5.11
ENST00000370746.8,BEND6-202,ENSG00000151917.18,1.01,0.39,0.92,0.24,0,0.71,1.54,0.1,4.01,2.8,0,1.68
ENST00000370733.5,KIAA1586-201,ENSG00000168116.14,0.58,0.48,1.12,1.21,1.17,0.9,0.42,0.48,1.56,0.16,0,4.26
ENST00000370693.5,BAG2-201,ENSG00000112208.11,0,0,8.74,1.33,2.03,4.05,6.57,0,4.04,3.46,0,4.54
ENST00000370706.9,ZNF451-203,ENSG00000112200.17,1.66,0.97,1.99,0.02,0.61,1.59,1.9,0,4.88,0.43,0,1.6
ENST00000468148.6,RAB23-202,ENSG00000112210.12,2.31,0.97,0.67,0.12,0.64,0.63,0.74,0,0.37,0.66,0,0.91
ESPRESSO:chr6:25599:2,NA,NA,3.6,8.7,1.29,1.33,0.85,1.62,0.63,9.68,0.37,1.15,11.68,0.91
ESPRESSO:chr6:25604:179,NA,NA,3.46,4.83,2.02,0,2.24,0,2.84,12.11,0,0,7.09,0
ESPRESSO:chr6:25605:166,NA,NA,3.46,4.83,2.02,0,2.24,0,2.84,12.11,0,0,7.09,0
ESPRESSO:chr6:25605:240,NA,NA,0.58,1.45,0.43,0.24,0.32,2.34,0,2.42,3.22,0.16,1.67,1.68
ESPRESSO:chr6:25606:2,NA,NA,0.58,1.45,0.43,0.24,0.32,2.34,0,2.42,3.22,0.16,1.67,1.68
ESPRESSO:chr6:25608:12,NA,NA,3.17,6.29,0.55,0.6,0.21,2.61,1.05,5.81,1.29,3.46,5.84,1.98
ESPRESSO:chr6:25609:11,NA,NA,3.17,6.29,0.55,0.6,0.21,2.61,1.05,5.81,1.29,3.46,5.84,1.98
ENST00000281156.5,KHDRBS2-201,ENSG00000112232.10,1.43,5.07,0.06,0,2.24,7.43,4.68,7.26,7.92,3.77,4.17,4.86
ENST00000626021.3,PTP4A1-203,ENSG00000112245.13,0,0,3.74,0.91,1.28,4.1,2.24,1.09,1.24,0.99,0,1.22
ENST00000370651.7,ENST00000370651,ENSG00000285976.2,0,0,3.74,0.91,1.28,4.1,2.24,1.09,1.24,0.99,0,1.22
ESPRESSO:chr6:25622:22,NA,ENSG00000118482.12,7.78,10.64,2.72,1.13,1.71,1.8,0.84,2.42,1.79,3.6,7.09,3.63
ENST00000419979.2,ADGRB3-DT-201,ENSG00000230910.6,1.73,1.29,0.49,0.04,1.91,0,0,0.81,0.72,0,1.11,0.78
ENST00000690719.2,ADGRB3-DT-213,ENSG00000230910.6,0.19,0.6,0.72,0,2.18,2.78,0,0.48,0.92,2.2,0,1.42
ESPRESSO:chr6:25638:8,NA,ENSG00000230910.6,0,1.29,0.49,0.04,1.64,1.34,1.61,0.81,0.72,0.51,1.11,1.96
ESPRESSO:chr6:25638:9,NA,ENSG00000230910.6,0,1.29,4.9,0.04,11.19,8.56,4.82,0.81,3.44,5.09,1.11,5.02
ENST00000546190.5,ADGRB3-203,ENSG00000135298.15,15.46,28.3,1.86,0.73,8.62,6.47,10.29,17.1,8.54,13.55,51,8.38
ESPRESSO:chr6:25639:41,NA,ENSG00000135298.15,9.45,1.15,0.7,0.04,8.87,17.63,3.86,2.03,15.68,7.46,1.91,16.47
ESPRESSO:chr6:25639:13,NA,NA,1.87,8.22,1.47,1.33,0.53,3.78,1.58,39.71,1.29,1.15,5.42,1.14
ENST00000649934.3,LMBRD1-229,ENSG00000168216.13,21.11,10.7,117.44,64.57,74.73,55.06,65.31,11.39,79.07,87.07,15.36,59.01
ENST00000649673.1,LMBRD1-224,ENSG00000168216.13,0,10.7,0.25,1.53,0.55,0,0,4.14,0,0.73,15.36,0.77
ENST00000649679.1,LMBRD1-225,ENSG00000168216.13,0,5.35,2.71,0,3.72,4.94,3.21,5.69,1.87,2.72,7.68,0
ENST00000647655.1,LMBRD1-204,ENSG00000168216.13,42.3,10.7,6.51,7.34,3.87,7.5,7.76,11.39,4.76,4.62,15.36,17.21
ESPRESSO:chr6:25640:0,NA,NA,1.87,8.22,1.47,1.33,0.53,3.78,1.58,39.71,1.29,1.15,5.42,1.14
ENST00000320755.12,COL9A1-201,ENSG00000112280.18,0.29,2.42,0.49,0.24,3.1,0.18,0.95,1.94,0.64,2.46,0,0
ENST00000370474.4,SDHAF4-201,ENSG00000154079.6,14.04,7.09,7.52,5.4,6.83,11.72,3.84,6.78,16.18,9.44,7.24,13.78
ESPRESSO:chr6:25645:2,NA,NA,3.32,0,0.37,0.36,1.71,2.61,0.42,0.48,2.49,0.99,1.67,0.91
ESPRESSO:chr6:25645:9,NA,ENSG00000154079.6,38.89,8.86,48.71,27.37,29.73,90.45,45.86,9.2,33.76,18.02,13.62,66.63
ENST00000370455.8,SMAP1-203,ENSG00000112305.15,3.32,0.73,3,1.39,5.17,8.31,5.62,0.48,7.59,2.02,0.14,6.22
ENST00000316999.9,SMAP1-201,ENSG00000112305.15,0,0.73,0.8,1.39,0.6,1.02,2.7,0.48,0,0.29,0.14,0.33
ESPRESSO:chr6:25649:15,NA,NA,0.29,3.87,0.25,0.97,0.43,0.54,0.32,3.87,0.09,1.15,3.34,0.53
ENST00000650315.1,OGFRL1-203,ENSG00000119900.9,1.87,1.21,1.95,1.25,0.85,0,0.95,1.21,1.15,0,0.83,0.95
ENST00000370435.5,OGFRL1-201,ENSG00000119900.9,0,1.21,1.3,2.5,0,3.96,1.9,1.21,1.15,4.11,0.83,2.09
ENST00000524197.1,RIMS1-220,ENSG00000079841.20,0.14,0.48,0,0.6,1.07,0.45,0.95,1.94,0.52,0.16,3.34,1.14
ENST00000257765.10,KHDC1-201,ENSG00000135314.13,0.8,0.16,2.14,0.19,3.16,5.79,0.69,2.49,7.19,1.48,0,7.16
ENST00000370384.7,KHDC1-202,ENSG00000135314.13,22.12,0.16,0.24,0.96,1.4,10.5,3.68,0,2.4,0,5,2.35
ESPRESSO:chr6:25665:11,NA,"ENSG00000135314.13,ENSG00000243501.5",1.59,0.16,1.66,1.15,1.9,0,3.22,1.87,0,0.99,0,1.91
ENST00000498286.6,MTO1-212,ENSG00000135297.17,0.42,0,6.9,3.83,5.48,6.6,6,0.32,7.14,4.24,0,5.5
ENST00000331523.7,EEF1A1-203,ENSG00000156508.19,0,0,3.24,2.48,5.97,1.46,5.92,0,4.78,3.85,0.58,5.96
ENST00000679763.1,MTO1-231,ENSG00000135297.17,2.74,1.45,2.14,2.9,2.03,1.53,4,2.42,2.12,2.63,0.83,5.25
ENST00000679031.1,EEF1A1-223,ENSG00000156508.19,0,0.48,0.37,0.24,0.85,0.36,0.53,0.97,1.01,0.66,2.09,0.08
ENST00000490569.6,EEF1A1-208,ENSG00000156508.19,0.97,0,6.68,2.22,4.31,3.27,5.8,0,3.25,5.75,0,2.94
ENST00000316292.13,EEF1A1-202,ENSG00000156508.19,160.63,49.65,295.37,284.62,208.86,276.57,231.93,68.16,227.37,177.76,0.58,199.9
ENST00000678515.1,EEF1A1-220,ENSG00000156508.19,0.43,0,5.17,2.92,3.97,3.07,2.22,0,2.31,4.8,0,1.38
ENST00000491404.2,EEF1A1-209,ENSG00000156508.19,1.86,0,1.06,1.03,1.28,0.97,1.03,0,0.3,0,0.58,1.75
ENST00000678703.1,EEF1A1-222,ENSG00000156508.19,1.79,0,8.56,4.86,4.09,4.27,7.58,0,4.43,3.29,0.3,2.17
ENST00000488500.2,EEF1A1-207,ENSG00000156508.19,0,0,10.87,3.76,3.17,5.14,3.78,8.3,3.25,6.19,0,4.23
ENST00000680686.1,MTO1-252,ENSG00000135297.17,0.42,0,1.13,1.64,1.42,0,3.5,0.32,1.43,2.17,0,0
ENST00000610520.5,EEF1A1-211,ENSG00000156508.19,0.63,0,5.13,4.7,1.91,3.18,4.6,0,2.79,4.1,0.58,3.52
ENST00000309268.11,EEF1A1-201,ENSG00000156508.19,736.42,103.91,4092.75,2363.36,1870.48,1940.47,2872.84,308.41,1776,2143.68,48.09,1672.41
ESPRESSO:chr6:25671:26,NA,ENSG00000156508.19,0.31,0,3.66,0.92,0.54,0.82,0.74,0.5,1.02,0.83,0,2.32
ESPRESSO:chr6:25671:18,NA,ENSG00000156508.19,0.15,0,3.77,2.84,1.83,2.37,3.51,0,1.96,2.67,0,1.23
ESPRESSO:chr6:25671:28,NA,ENSG00000156508.19,0,0,5.66,3.7,2.25,2.93,6.42,0,3.43,3.74,0,1.41
ESPRESSO:chr6:25671:25,NA,ENSG00000156508.19,1.59,0,5.29,5.1,1.82,2.26,5.93,0.48,3.14,3.98,0.43,2.83
ESPRESSO:chr6:25671:27,NA,ENSG00000156508.19,0,0,1.47,0.25,0.56,0,0.64,1.37,0.81,1.16,0,0.98
ESPRESSO:chr6:25671:10,NA,ENSG00000156508.19,2.73,0,4.99,3.19,1.24,3.38,1.77,0,2.9,3.32,0,0.93
ESPRESSO:chr6:25671:23,NA,ENSG00000156508.19,25.31,10.82,116.4,75.22,54.12,57.54,81.18,7.9,41.53,53.77,1.2,48.07
ESPRESSO:chr6:25671:24,NA,ENSG00000156508.19,0.23,0,2.72,1.29,1.14,1.18,2.29,0,1.26,1.32,0,0.58
ESPRESSO:chr6:25671:2,NA,NA,2.88,1.93,0.31,2.42,0.85,1.08,0.21,2.91,0.64,0.33,0.83,0.84
ESPRESSO:chr6:25671:22,NA,ENSG00000156508.19,15.41,0,59.3,41.28,28.12,25.27,41.13,0,26.52,31.55,0.58,26.18
ESPRESSO:chr6:25672:20,NA,ENSG00000119899.13,0.11,1.93,1.85,0.68,2.31,3.06,1.03,3.39,0.93,2.16,0,1.9
ESPRESSO:chr6:25673:5,NA,NA,0.86,0.97,0.18,0.24,0.53,1.17,0.21,4.84,0.55,0,3.34,0
ESPRESSO:chr6:25674:1,NA,NA,0.86,0.97,0.18,0.24,0.53,1.17,0.21,4.84,0.55,0,3.34,0
ENST00000680102.1,COL12A1-211,ENSG00000111799.22,0.29,0,0,0,1.07,0.81,0.21,0,1.29,0.82,3.75,1.37
ENST00000472311.6,COX7A2-206,ENSG00000112695.13,10.74,2.71,4.02,5.08,8.63,10.42,1.85,3.87,7.8,5.3,8.29,6.64
ENST00000481061.2,COX7A2-207,ENSG00000112695.13,1.73,2.42,2.27,2.06,2.88,1.89,2.11,3.39,1.84,2.14,3.34,2.82
ENST00000509698.6,COX7A2-208,ENSG00000112695.13,3.18,0,2.03,1.33,1.82,3.16,2.43,1.94,3.23,2.64,1.25,2.9
ENST00000684430.2,COX7A2-209,ENSG00000112695.13,1728.1,707.15,1238.08,912.18,1443.8,1977.51,1171.73,1121.09,1742.52,1573.01,1112.72,1933.06
ENST00000459637.2,COX7A2-204,ENSG00000112695.13,4.07,2.43,2.81,6.7,6.1,5.63,5.86,1.08,13.48,7.08,0.98,4.06
ENST00000460985.1,COX7A2-205,ENSG00000112695.13,0.05,1.82,0.35,0.02,0.7,0.59,0,0,0.68,1.25,2.91,1.61
ESPRESSO:chr6:25679:7,NA,ENSG00000112695.13,5.34,3.88,4.79,3.76,5.67,6.31,6.54,3.4,6.55,7.42,4.18,8.31
ESPRESSO:chr6:25679:9,NA,ENSG00000112695.13,16.11,6.08,13.04,11.56,15.48,18.41,14.93,13.51,16.36,14.51,13.27,19.47
ESPRESSO:chr6:25679:20,NA,NA,0.72,0.48,0.92,0.97,0.85,1.53,0.63,0,1.11,0.99,0,2.06
ESPRESSO:chr6:25679:22,NA,ENSG00000112695.13,0.54,0.68,0.07,0.71,0,0.1,1.45,0,0.94,0.61,0,0.61
ESPRESSO:chr6:25679:12,NA,ENSG00000112695.13,26.14,11.14,17.74,14.67,22.91,32.21,19.63,19.89,25.83,24.58,20.89,35.17
ESPRESSO:chr6:25679:10,NA,ENSG00000112695.13,3.18,3.4,2.68,1.49,3.1,3.86,3.17,1.16,2.58,2.74,3.82,4.21
ESPRESSO:chr6:25679:13,NA,ENSG00000112695.13,2.31,0.48,1.6,1.09,1.93,1.8,1.37,2.42,1.66,1.48,0.83,1.6
ESPRESSO:chr6:25679:21,NA,ENSG00000112695.13,0.55,0,1.06,0.13,0.73,0.38,4.05,0,0.92,1.76,1.08,1.59
ENST00000230461.11,TMEM30A-201,ENSG00000112697.17,5.19,0,0.55,2.04,2.03,3.06,2.95,1.21,2.76,2.96,0.63,3.73
ESPRESSO:chr6:25685:6,NA,ENSG00000112701.18,6.77,4.83,11.32,8.32,10.41,6.88,11.58,5.81,13.7,10.11,3.34,13.24
ESPRESSO:chr6:25685:8,NA,ENSG00000112701.18,1.87,1.45,0.19,0,0,1.48,0.52,0,1.22,4.1,0,2.14
ENST00000369985.9,MYO6-203,ENSG00000196586.17,2.74,12.57,11.02,4.21,9.03,7.15,11.19,9.2,6.05,6.06,7.09,8.31
ESPRESSO:chr6:25689:8,NA,NA,0.72,1.45,0.49,0.73,0.21,0.9,1.05,5.33,0.46,1.65,0,0
ESPRESSO:chr6:25690:7,NA,NA,0.72,1.45,0.49,0.73,0.21,0.9,1.05,5.33,0.46,1.65,0,0
ESPRESSO:chr6:25700:24,NA,ENSG00000146247.15,3.75,0,3.38,2.9,1.92,3.51,1.37,0.48,0.92,2.8,0.83,2.06
ESPRESSO:chr6:25700:7,NA,ENSG00000146243.14,2.16,0,0,0.73,1.07,2.69,1.05,0,1.75,1.15,0.83,0.76
ESPRESSO:chr6:25700:23,NA,ENSG00000146247.15,0,0,3.65,0.39,1.74,2.19,4.26,0,1.59,1.14,1.78,1.95
ESPRESSO:chr6:25700:22,NA,ENSG00000146247.15,27.39,26.11,11.48,14.61,9.05,16.54,9.75,32.44,11.13,16.8,32,14.35
ENST00000275036.11,HMGN3-201,ENSG00000118418.16,58.65,27.02,143.13,126.84,177.36,86.89,218.53,51.7,141.72,159.42,12.4,123.3
ENST00000344726.10,HMGN3-202,ENSG00000118418.16,39.16,13.24,118.44,68.87,110.26,74.7,95.02,31.11,73.59,79.46,0.69,51.2
ENST00000706657.1,HMGN3-205,ENSG00000118418.16,9.89,3.09,1.8,3.11,5.1,7.42,6,4.62,6.76,11.2,3.5,5.61
ESPRESSO:chr6:25701:28,NA,ENSG00000118418.16,2.02,0,2.46,1.09,1.17,0.39,2.54,0.97,0.96,3.88,0,1.28
ESPRESSO:chr6:25701:27,NA,ENSG00000118418.16,2.18,0.64,5.88,1.96,5.86,2.7,5.46,1.58,3.65,2.99,0,4.35
ESPRESSO:chr6:25701:26,NA,ENSG00000118418.16,1.34,0,3.43,3.18,2.8,2.1,3.24,0.57,1.9,3.05,0,0.57
ENST00000671258.1,ENST00000671258,ENSG00000287811.3,1.44,4.35,1.23,0.6,0.43,1.71,0.21,6.3,1.75,1.65,4.17,2.13
ENST00000369846.9,LCA5-201,ENSG00000135338.14,15.42,15.96,5.39,6.17,9.4,17.65,14.32,14.04,13.17,14.15,3.34,10.28
ENST00000691944.1,ENST00000691944,ENSG00000287811.3,0.14,1.45,0.18,0.48,0.64,0.36,0.74,6.3,0,0.82,2.09,0.76
ESPRESSO:chr6:25708:17,NA,ENSG00000231533.2,0.29,0,2.57,0,0.11,1.44,1.33,0,2.21,0.99,0,2.25
ESPRESSO:chr6:25708:12,NA,NA,3.6,2.9,1.04,1.21,2.67,3.42,5.37,14.53,2.3,4.28,0.83,1.45
ENST00000369838.6,SH3BGRL2-201,ENSG00000198478.8,0.43,0,0.37,2.06,1.82,2.07,2.42,0.48,2.1,3.62,5,4.04
ENST00000369816.5,ELOVL4-201,ENSG00000118402.6,0.86,0,0.8,0.73,0.96,2.07,0.53,0,3.5,1.65,0,0.69
ENST00000491328.1,BCKDHB-206,ENSG00000083123.15,1.3,0,0.61,1.69,0.53,0,0.84,0.48,0,0.33,3.75,0.99
ENST00000356489.9,BCKDHB-202,ENSG00000083123.15,0,0.48,2.75,4.45,2.88,0.76,1.37,0,1.24,1.36,0,0.87
ENST00000306270.12,IBTK-201,ENSG00000005700.15,0.14,3.38,4.22,1.63,2.88,5.85,3.62,4.84,3.78,3.13,3.34,2.06
ENST00000369747.8,UBE3D-203,ENSG00000118420.17,0.72,0,1.75,0,2.78,3.89,2.42,0,1.97,2.58,0,4.73
ENST00000369724.5,RWDD2A-201,ENSG00000013392.8,4.47,2.42,4.35,1.94,3.88,10.9,6.53,0,9.01,2.96,1.67,8.5
ENST00000698622.1,PGM3-249,ENSG00000013375.17,5.48,2.42,1.04,1.21,2.88,10.54,3.66,3.39,9.86,3.62,0,5.25
ENST00000513973.6,PGM3-212,ENSG00000013375.17,0.7,0.14,5.43,4.35,5.77,6.05,2.95,0,0.9,3.45,0,2.99
ESPRESSO:chr6:25739:15,NA,ENSG00000083097.15,7.06,0.97,3.12,1.09,7.8,9.8,2.22,3.15,9.82,3.95,1.25,6.45
ESPRESSO:chr6:25739:16,NA,ENSG00000083097.15,2.88,0,0.61,0.48,0.78,1.91,3.46,2.02,1.12,0.66,0,1.75
ENST00000369705.4,ME1-201,ENSG00000065833.9,4.04,3.87,3.43,6.77,7.05,10.99,8.85,2.91,8.75,7.41,2.5,8.76
ESPRESSO:chr6:25742:3,NA,ENSG00000065609.15,5.33,3.87,1.16,0,4.15,18.64,5.58,4.84,15.2,3.95,5.42,15.3
