orf_id,smorf_type,Database,in_cohort,qc_flags,disposition,n_peptides,has_site
ENST00000678544.1+chr9:131085594-131087585_F:1_P:18,iORF,Salk,True,[],analysed,1,False
ENST00000651417.2+chr5:178034144-178034212_F:2_P:31,lncRNA,Salk,True,[],analysed,1,False
ENST00000432563.1-chr20:41997134-41997430_F:1_P:27,psORF,Salk,True,[],analysed,1,True
ENST00000616464.1+chr2:155269693-155269896_F:1_P:0,psORF,Salk,True,[],analysed,4,False
ENST00000685964.1-chrX:107065714-107065761_F:1_P:76,daoORF,Salk,True,[],analysed,1,False
ESPRESSO_chr8_28491_14-chr8:29176132-29177468_F:1_P:21,daoORF,Salk,True,[],analysed,1,True
ENST00000320717.8+chr2:190880870-190880962_F:2_P:1,uORF,Salk,True,[],analysed,2,False
ENST00000356884.11-chr9:92764705-92764833_F:0_P:0,uoORF,Salk,True,[],analysed,2,True
ENST00000393896.6-chr17:41913896-41919021_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000280684.4+chr12:4809334-4809381_F:1_P:0,uORF,Salk,True,[],analysed,3,False
ENST00000281017.8-chr2:664223-664294_F:0_P:89,dORF,Salk,True,[],analysed,1,False
ENST00000404104.7-chr4:139556470-139556601_F:0_P:2,uaORF,Salk,True,[],analysed,1,True
ENST00000470840.5+chr9:128371362-128389731_F:0_P:0,N-Iso,Salk,True,[],analysed,1,True
ESPRESSO_chr21_18972_9+chr21:31659798-31668575_F:0_P:2,Iso,Salk,True,[],analysed,1,True
ESPRESSO_chr19_14365_11-chr19:15118006-15122776_F:0_P:7,daoORF,Salk,True,[],analysed,1,True
ENST00000596027.1+chr19:6494525-6494974_F:2_P:4,lncRNA,Salk,True,[],analysed,1,True
ENST00000609399.2-chr10:14877738-14877893_F:2_P:6,lncRNA,Salk,True,[],analysed,1,True
ENST00000562029.5+chr16:89869571-89870120_F:1_P:22,iORF,Salk,True,[],analysed,1,False
ENST00000527771.5+chr15:80450910-80450945_F:0_P:3,iORF,Salk,True,[],analysed,1,True
ENST00000377199.4-chr6:28923535-28923984_F:0_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000356392.9-chr19:11421789-11423886_F:1_P:12,daoORF,Salk,True,[],analysed,1,True
ESPRESSO_chr6_25768_4+chr6:85998273-85998302_F:0_P:7,eORF,Salk,True,[],analysed,1,False
ENST00000261847.7-chr15:48989701-48989778_F:2_P:128,daORF,Salk,True,[],analysed,2,False
ENST00000366645.1-chr1:231335986-231336030_F:0_P:31,iORF,Salk,True,[],analysed,1,False
ESPRESSO_chr1_339_20-chr1:19145882-19145920_F:1_P:3,iORF,Salk,True,[],analysed,1,True
ENST00000618819.5-chr15:75464652-75464681_F:0_P:109,dORF,Salk,True,[],analysed,1,True
ENST00000588735.3-chr17:44905042-44905080_F:1_P:39,daORF,Salk,True,[],analysed,1,False
ENST00000320755.12-chr6:70216143-70216181_F:2_P:28,dORF,Salk,True,[],analysed,1,True
ENST00000396410.9+chr16:15037670-15037879_F:0_P:68,daORF,Salk,True,[],analysed,1,True
ENST00000480661.1-chr1:6199071-6199313_F:2_P:5,iORF,Salk,True,[],analysed,1,True
ENST00000495186.6+chrX:48528603-48528668_F:0_P:13,dORF,Salk,True,[],analysed,1,True
ENST00000527879.2+chr12:104304033-104304164_F:0_P:4,iORF,Salk,True,[],analysed,1,True
ENST00000470588.1-chr7:151240116-151240202_F:2_P:18,daoORF,Salk,True,[],analysed,1,True
ENST00000563192.2-chr16:2155379-2155405_F:1_P:0,lncRNA,Salk,True,[],analysed,1,False
ENST00000414354.3+chr3:197003853-197004510_F:1_P:1,lncRNA,Salk,True,[],analysed,1,True
ENST00000275884.10-chr7:140602472-140640774_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000304056.9-chr7:32879925-32891760_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000441545.7+chr9:34652185-34656789_F:1_P:0,daoORF,Salk,True,[],analysed,2,True
ENST00000538502.5-chr1:109393132-109393212_F:0_P:6,uaORF,Salk,True,[],analysed,1,False
ENST00000635206.3-chr4:24912848-24913033_F:1_P:1,uoORF,Salk,True,[],analysed,1,True
ENST00000257940.7+chr12:56123981-56124037_F:1_P:42,dORF,Salk,True,[],analysed,1,True
ENST00000610128.2+chr3:122887191-122887247_F:0_P:6,lncRNA,Salk,True,[],analysed,1,False
ENST00000445593.6+chr8:97775741-97775968_F:2_P:10,uaoORF,Salk,True,[],analysed,3,True
ENST00000499666.7-chr4:99878510-99878560_F:2_P:78,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr14_8980_20-chr14:49586357-49586533_F:0_P:2,uaORF,Salk,True,[],analysed,1,False
ENST00000377365.4-chr5:169862453-169862605_F:1_P:77,dORF,Salk,True,[],analysed,1,True
ENST00000436135.1+chr1:158524272-158524592_F:0_P:3,psORF,Salk,True,[],analysed,2,True
ENST00000681615.1-chr6:99402557-99402628_F:0_P:30,daoORF,Salk,True,[],analysed,1,True
ENST00000264436.9-chr2:70657725-70657775_F:0_P:118,dORF,Salk,True,[],analysed,1,True
ENST00000623125.1+chr4:147494526-147494579_F:0_P:136,eORF,Salk,True,[],analysed,1,True
ESPRESSO_chr12_6307_4-chr12:4536134-4536190_F:0_P:2,iORF,Salk,True,[],analysed,1,True
ENST00000586523.1-chr18:46088074-46088259_F:0_P:1,Iso,Salk,True,[],analysed,2,True
ESPRESSO_chr17_12744_8+chr17:44905691-44905988_F:2_P:1,eORF,Salk,True,[],analysed,1,False
ENST00000677116.1+chr11:36594580-36594600_F:1_P:1,uORF,Salk,True,[],analysed,1,False
ENST00000535753.6-chr19:16361773-16385159_F:2_P:35,Iso,Salk,True,[],analysed,2,True
ENST00000566157.6+chr16:56451572-56451613_F:2_P:1,uoORF,Salk,True,[],analysed,1,True
ENST00000607710.2-chr8:122780892-122780987_F:2_P:6,lncRNA,Salk,True,[],analysed,1,True
ENST00000532677.5+chr11:66480285-66480410_F:0_P:3,uORF,Salk,True,[],analysed,1,True
ENST00000260956.9+chr2:169805539-169805688_F:2_P:7,uaoORF,Salk,True,[],analysed,1,True
ESPRESSO_chr8_28353_0-chr8:16035448-16035516_F:1_P:17,eORF,Salk,True,[],analysed,1,True
ENST00000308025.8-chr12:48830524-48831143_F:0_P:59,daoORF,Salk,True,[],analysed,1,True
ENST00000569997.1+chr16:85803137-85803226_F:2_P:2,iORF,Salk,True,[],analysed,1,False
ENST00000442111.6+chr12:128853494-128875961_F:2_P:0,uoORF,Salk,True,[],analysed,2,True
ENST00000607373.6-chr15:59660911-59660952_F:1_P:113,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr6_26270_50-chr6:152176490-152180160_F:2_P:75,iORF,Salk,True,[],analysed,1,True
ENST00000506915.1+chr4:189473587-189473766_F:1_P:16,psORF,Salk,True,[],analysed,2,True
ESPRESSO_chr2_17633_19-chr2:229880122-229921986_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ESPRESSO_chr12_6936_59+chr12:56153947-56154087_F:2_P:1,iORF,Salk,True,[],analysed,1,True
ENST00000593586.1-chr19:40217867-40218070_F:1_P:1,iORF,Salk,True,[],analysed,1,True
ENST00000452135.7-chr5:180291913-180292083_F:0_P:0,uORF,Salk,True,[],analysed,1,False
ENST00000702794.1+chr2:95526858-95527220_F:0_P:1,psORF,Salk,True,[],analysed,1,True
ENST00000261636.13-chr12:101407735-101407770_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000611036.1+chr14:76500532-76500816_F:1_P:5,daoORF,Salk,True,[],analysed,1,True
ENST00000402615.6-chr14:104794397-104794507_F:1_P:1,uORF,Salk,True,[],analysed,1,True
ENST00000547815.5-chr12:109953204-109959890_F:1_P:32,iORF,Salk,True,[],analysed,1,False
ENST00000355264.9-chr10:74123452-74123520_F:2_P:33,dORF,Salk,True,[],analysed,1,True
ENST00000425368.7+chr6:31947415-31947823_F:1_P:7,daoORF,Salk,True,[],analysed,1,True
ENST00000542074.1+chr11:61446341-61446571_F:0_P:14,dORF,Salk,True,[],analysed,1,True
ENST00000623173.1+chr3:45749818-45749868_F:1_P:6,eORF,Salk,True,[],analysed,1,False
ENST00000477157.5-chr22:17141593-17141727_F:0_P:25,iORF,Salk,True,[],analysed,1,False
ENST00000639106.1-chr6:145627426-145627494_F:0_P:74,daoORF,Salk,True,[],analysed,1,False
ENST00000606054.2-chr5:108727875-108728039_F:2_P:2,lncRNA,Salk,True,[],analysed,2,True
ENST00000377107.7+chrX:47245407-47247154_F:1_P:27,iORF,Salk,True,[],analysed,1,True
ENST00000370205.6-chr1:94982948-94982986_F:1_P:16,dORF,Salk,True,[],analysed,1,True
ENST00000316804.10-chr17:75393651-75405595_F:1_P:1,uORF,Salk,True,[],analysed,1,True
ENST00000651974.1-chr17:45051436-45051585_F:0_P:3,uORF,Salk,True,[],analysed,1,True
ESPRESSO_chr18_13523_18+chr18:23949902-23950056_F:0_P:23,iORF,Salk,True,[],analysed,1,True
ENST00000332687.11-chrX:74614437-74614541_F:2_P:1,uORF,Salk,True,[],analysed,1,True
ENST00000360905.9+chr12:1493019-1493096_F:1_P:114,dORF,Salk,True,[],analysed,1,True
ENST00000437398.5+chr22:24365495-24411592_F:0_P:85,doORF,Salk,True,[],analysed,1,True
ENST00000604818.2+chr2:213152163-213152363_F:0_P:2,lncRNA,Salk,True,[],analysed,1,True
ENST00000355460.6+chr3:152465102-152465191_F:0_P:98,dORF,Salk,True,[],analysed,1,True
ENST00000672188.1-chr18:26856314-26856394_F:0_P:9,iORF,Salk,True,[],analysed,1,True
ENST00000624834.1+chr17:56473319-56473378_F:2_P:37,eORF,Salk,True,[],analysed,1,True
ENST00000523555.6-chr8:100722180-100722467_F:2_P:3,uORF,Salk,True,[],analysed,1,True
ENST00000331222.6+chr8:1782942-1783046_F:1_P:59,daORF,Salk,True,[],analysed,1,False
ENST00000349841.10+chr3:169784682-169786430_F:0_P:27,daoORF,Salk,True,[],analysed,1,True
ESPRESSO_chr19_14107_9-chr19:5587202-5587942_F:0_P:3,daoORF,Salk,True,[],analysed,1,True
ENST00000496504.3+chr9:127663326-127663403_F:2_P:3,daoORF,Salk,True,[],analysed,1,True
ENST00000291634.11+chr21:44940030-44943793_F:0_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000488606.5-chr1:36456344-36457947_F:0_P:29,iORF,Salk,True,[],analysed,1,False
ESPRESSO_chr2_17714_9+chr2:235042550-235042972_F:2_P:24,iORF,Salk,True,[],analysed,1,True
ENST00000538173.2+chr12:10508020-10508043_F:1_P:53,daORF,Salk,True,[],analysed,2,True
ENST00000467648.6+chr2:63841052-63841192_F:2_P:2,uORF,Salk,True,[],analysed,1,True
ENST00000623179.1-chr19:45715203-45715253_F:2_P:33,uORF,Salk,True,[],analysed,1,True
ENST00000246912.8+chr17:42572097-42572273_F:0_P:12,dORF,Salk,True,[],analysed,1,True
ENST00000695500.1+chr9:131197235-131197288_F:2_P:10,daoORF,Salk,True,[],analysed,1,False
ENST00000541887.5-chr12:121346991-121347840_F:1_P:1,uaoORF,Salk,True,[],analysed,1,False
ESPRESSO_chr9_30459_2-chr9:113387153-113387272_F:0_P:35,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr12_6273_0-chr12:43409-43486_F:1_P:3,eORF,Salk,True,[],analysed,1,False
ENST00000588830.1+chr17:42998830-43002917_F:0_P:2,Iso,Salk,True,[],analysed,1,True
ESPRESSO_chr17_13173_22+chr17:78086873-78087034_F:0_P:32,iORF,Salk,True,[],analysed,1,False
ENST00000205061.9-chr16:74468948-74468983_F:0_P:47,daoORF,Salk,True,[],analysed,1,False
ENST00000580755.1+chr17:28723488-28723547_F:0_P:3,iORF,Salk,True,[],analysed,1,False
ENST00000299238.7+chr10:102065350-102065475_F:1_P:0,uoORF,Salk,True,[],analysed,1,False
ENST00000560255.2+chr15:79924571-79924675_F:2_P:17,lncRNA,Salk,True,[],analysed,1,True
ENST00000393800.7+chr11:68519543-68537678_F:0_P:2,uoORF,Salk,True,[],analysed,1,True
ESPRESSO_chr11_5380_0-chr11:64606177-64607297_F:2_P:0,Iso,Salk,True,[],analysed,1,False
ENST00000329565.6+chr16:11668456-11675991_F:1_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000553503.5-chr14:21024040-21024956_F:2_P:2,uaORF,Salk,True,[],analysed,1,True
ESPRESSO_chr7_27916_8+chr7:142870362-142870901_F:2_P:9,Iso,Salk,True,[],analysed,1,True
ENST00000676883.1+chr22:41528486-41528530_F:2_P:24,daoORF,Salk,True,[],analysed,1,False
ENST00000453527.7-chr8:11845026-11845124_F:2_P:2,daORF,Salk,True,[],analysed,1,False
ENST00000336755.10+chr9:37357745-37357897_F:0_P:72,dORF,Salk,True,[],analysed,1,True
ENST00000434724.7-chr16:11869210-11869341_F:2_P:87,dORF,Salk,True,[],analysed,2,True
ENST00000284440.9+chr4:41256928-41260648_F:1_P:0,uoORF,Salk,True,[],analysed,4,True
ENST00000370693.5+chr6:57189411-57189455_F:0_P:121,dORF,Salk,True,[],analysed,1,True
ENST00000623543.1-chr22:18119583-18119693_F:2_P:153,lncRNA,Salk,True,[],analysed,1,True
ENST00000482384.1+chr1:109214784-109214840_F:2_P:7,iORF,Salk,True,[],analysed,1,False
ENST00000393693.7-chr5:176626513-176630532_F:0_P:0,uoORF,Salk,True,[],analysed,1,True
ESPRESSO_chr6_25438_31+chr6:43018715-43018884_F:2_P:14,iORF,Salk,True,[],analysed,1,False
ENST00000636405.1+chr13:76992714-76992914_F:0_P:5,uaORF,Salk,True,[],analysed,1,True
ENST00000518547.6-chr8:124728340-124728471_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ESPRESSO_chr20_17839_5+chr20:2144362-2144535_F:2_P:8,dORF,Salk,True,[],analysed,1,True
ENST00000396914.4-chr3:14116504-14124870_F:0_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000372441.2-chr6:43510205-43510345_F:1_P:0,uORF,Salk,True,[],analysed,1,False
ESPRESSO_chr17_13214_31+chr17:80386741-80388649_F:2_P:37,iORF,Salk,True,[],analysed,1,True
ENST00000453203.2-chr6:32119023-32119830_F:2_P:15,iORF,Salk,True,[],analysed,2,True
ENST00000380051.7-chr6:5002203-5004037_F:1_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000376292.8-chr11:75428612-75429976_F:1_P:2,uaoORF,Salk,True,[],analysed,1,False
ENST00000583509.7-chr1:147648388-147654236_F:2_P:12,daoORF,Salk,True,[],analysed,1,True
ENST00000624468.1+chr15:53912616-53912777_F:0_P:25,eORF,Salk,True,[],analysed,1,True
ESPRESSO_chr15_10531_14+chr15:88504120-88504224_F:1_P:1,eORF,Salk,True,[],analysed,1,False
ENST00000621230.1+chr16:2777394-2777564_F:0_P:1,lncRNA,Salk,True,[],analysed,1,True
ENST00000687092.1+chr3:72739072-72739161_F:1_P:3,lncRNA,Salk,True,[],analysed,1,False
ESPRESSO_chr20_18444_22-chr20:48653494-48656534_F:2_P:1,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr11_5362_3+chr11:64241538-64242388_F:0_P:0,N-Iso,Salk,True,[],analysed,1,False
ENST00000295030.6+chr2:61017722-61031441_F:2_P:0,uoORF,Salk,True,[],analysed,1,False
ENST00000342203.8-chr1:84643908-84643952_F:2_P:88,dORF,Salk,True,[],analysed,1,True
ENST00000360338.4+chr19:57280551-57290699_F:0_P:2,N-Iso,Salk,True,[],analysed,1,True
ESPRESSO_chr1_2016_4+chr1:159053715-159054861_F:2_P:56,iORF,Salk,True,[],analysed,1,False
ENST00000380680.5-chr13:29850496-29850615_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000011691.6+chr3:42596424-42596459_F:0_P:53,dORF,Salk,True,[],analysed,1,True
ENST00000624417.1-chr17:81395746-81395832_F:0_P:6,eORF,Salk,True,[],analysed,1,True
ENST00000623625.1-chr3:112525799-112525876_F:1_P:37,eORF,Salk,True,[],analysed,1,False
ENST00000591226.2+chr19:16100109-16100171_F:0_P:10,iORF,Salk,True,[],analysed,1,True
ENST00000426077.3-chr2:120220845-120220931_F:2_P:41,dORF,Salk,True,[],analysed,2,True
ENST00000568871.1-chr15:52582100-52582135_F:2_P:16,dORF,Salk,True,[],analysed,1,False
ENST00000681956.1+chr22:21688074-21694615_F:2_P:16,daoORF,Salk,True,[],analysed,1,True
ENST00000322344.8-chr19:49861501-49861829_F:2_P:15,daoORF,Salk,True,[],analysed,1,True
ENST00000356033.8-chr17:75136105-75147586_F:0_P:9,Iso,Salk,True,[],analysed,1,True
ENST00000226225.7+chr17:28340424-28342252_F:1_P:3,iORF,Salk,True,[],analysed,1,True
ENST00000433005.1-chr7:17286275-17286361_F:1_P:4,lncRNA,Salk,True,[],analysed,1,False
ENST00000601508.2-chr2:219498644-219498706_F:1_P:0,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr1_1698_40-chr1:149259715-149259741_F:2_P:14,eORF,Salk,True,[],analysed,1,False
ENST00000603791.1+chr6:3751200-3751376_F:0_P:1,lncRNA,Salk,True,[],analysed,1,False
ESPRESSO_chr8_29309_0-chr8:131155901-131155960_F:2_P:11,eORF,Salk,True,[],analysed,1,False
ENST00000366956.10-chr1:214353709-214353762_F:0_P:131,dORF,Salk,True,[],analysed,1,False
ENST00000692244.1+chr6:3230536-3230598_F:1_P:18,lncRNA,Salk,True,[],analysed,1,False
ENST00000398733.8+chr5:139628198-139628344_F:2_P:45,dORF,Salk,True,[],analysed,1,False
ESPRESSO_chr9_30609_35-chr9:128835648-128836848_F:1_P:8,iORF,Salk,True,[],analysed,1,False
ENST00000512507.5-chr5:135360009-135360083_F:2_P:58,iORF,Salk,True,[],analysed,1,True
ENST00000579991.3+chr17:58094228-58094299_F:1_P:86,dORF,Salk,True,[],analysed,1,True
ENST00000379651.7-chrX:20025056-20025940_F:2_P:10,iORF,Salk,True,[],analysed,3,True
ENST00000523156.1+chr8:137697798-137697914_F:0_P:10,psORF,Salk,True,[],analysed,1,True
ENST00000283131.4+chr4:143513717-143517362_F:2_P:1,uoORF,Salk,True,[],analysed,1,True
ENST00000257770.8+chr6:85450085-85467073_F:2_P:0,uoORF,Salk,True,[],analysed,5,True
ENST00000305264.8-chr5:141621284-141621388_F:0_P:14,dORF,Salk,True,[],analysed,1,True
ENST00000491569.5+chrX:154435448-154435845_F:1_P:10,daoORF,Salk,True,[],analysed,1,True
ENST00000644809.1-chr2:55292618-55292662_F:1_P:2,iORF,Salk,True,[],analysed,1,False
ENST00000320636.5+chr14:64467174-64467197_F:0_P:2,uORF,Salk,True,[],analysed,1,False
ENST00000360351.8+chr2:209731558-209731719_F:1_P:217,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr15_10302_29-chr15:68787919-68817470_F:2_P:5,iORF,Salk,True,[],analysed,1,False
ENST00000449926.5-chr15:43873908-43874209_F:2_P:21,daoORF,Salk,True,[],analysed,1,True
ENST00000581020.1+chr17:21128162-21128257_F:2_P:18,iORF,Salk,True,[],analysed,1,True
ENST00000254584.6-chr11:6475680-6475817_F:2_P:33,dORF,Salk,True,[],analysed,1,True
ENST00000317257.12+chr13:49492840-49492899_F:2_P:27,dORF,Salk,True,[],analysed,1,True
ENST00000356769.7-chr12:56726611-56726709_F:0_P:6,uORF,Salk,True,[],analysed,1,True
ESPRESSO_chr16_11470_25+chr16:56589529-56590946_F:1_P:0,Iso,Salk,True,[],analysed,3,True
ENST00000455202.6-chr2:241088567-241088701_F:2_P:14,dORF,Salk,True,[],analysed,1,True
ENST00000443489.5+chr3:184363363-184363422_F:1_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000344337.11-chr3:122424336-122424392_F:1_P:54,dORF,Salk,True,[],analysed,1,False
ENST00000295666.6-chr4:57110090-57110383_F:1_P:0,uoORF,Salk,True,[],analysed,2,True
ENST00000434581.7-chr8:55763001-55773378_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000531871.3-chr11:6721038-6721100_F:2_P:6,psORF,Salk,True,[],analysed,1,True
ENST00000394853.8-chr4:101347214-101347327_F:1_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000393815.6+chr4:157364577-157364624_F:0_P:98,dORF,Salk,True,[],analysed,1,True
ENST00000309235.6+chr9:111555147-111555224_F:1_P:233,daORF,Salk,True,[],analysed,1,False
ENST00000301178.9+chr19:41260705-41260740_F:1_P:44,dORF,Salk,True,[],analysed,1,True
ENST00000339647.6-chr12:124913743-124914596_F:2_P:1,uoORF,Salk,True,[],analysed,1,False
ENST00000662963.1+chr22:42071207-42071290_F:2_P:5,lncRNA,Salk,True,[],analysed,1,False
ENST00000478204.5+chr1:33083709-33083729_F:0_P:9,iORF,Salk,True,[],analysed,1,False
ENST00000636830.1-chr3:184348376-184348399_F:1_P:18,iORF,Salk,True,[],analysed,1,False
ENST00000368453.8-chr1:154962829-154962879_F:2_P:34,dORF,Salk,True,[],analysed,1,True
ENST00000358932.9-chr14:20311564-20311596_F:1_P:19,iORF,Salk,True,[],analysed,1,True
ENST00000357260.6-chr1:111727516-111727731_F:2_P:6,iORF,Salk,True,[],analysed,1,True
ENST00000450068.1-chr10:9723784-9723897_F:0_P:12,psORF,Salk,True,[],analysed,1,True
ENST00000332700.6-chr12:45014692-45014850_F:1_P:51,dORF,Salk,True,[],analysed,2,True
ENST00000647317.2+chr10:50757821-50757874_F:2_P:80,dORF,Salk,True,[],analysed,1,False
ENST00000623075.1+chr22:45677602-45677685_F:1_P:334,lncRNA,Salk,True,[],analysed,1,False
ENST00000474176.2+chr20:63886883-63887212_F:2_P:0,lncRNA,Salk,True,[],analysed,1,True
ENST00000446273.1+chr22:40301214-40301276_F:2_P:24,iORF,Salk,True,[],analysed,1,True
ENST00000419091.7+chr1:211315247-211315324_F:1_P:91,dORF,Salk,True,[],analysed,1,True
ENST00000380241.7-chrX:16702824-16702898_F:2_P:1,iORF,Salk,True,[],analysed,1,True
ENST00000376363.5-chr10:25016014-25016154_F:0_P:0,uaORF,Salk,True,[],analysed,1,True
ENST00000626826.1+chr12:102198298-102198411_F:1_P:18,lncRNA,Salk,True,[],analysed,1,True
ENST00000273258.4+chr3:69084990-69085040_F:0_P:1,uORF,Salk,True,[],analysed,2,False
ENST00000435070.7+chr12:69271653-69271682_F:0_P:95,dORF,Salk,True,[],analysed,1,False
ENST00000427641.2-chr3:196935648-196935695_F:2_P:26,dORF,Salk,True,[],analysed,2,True
ENST00000351559.10+chr17:46027291-46027329_F:1_P:62,dORF,Salk,True,[],analysed,1,False
ENST00000200652.4+chr5:132294395-132294493_F:2_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000682353.1-chr2:43887928-43887954_F:0_P:83,dORF,Salk,True,[],analysed,1,False
ENST00000477973.5-chr3:72373467-72373508_F:0_P:88,dORF,Salk,True,[],analysed,1,True
ENST00000625457.1+chr9:128250803-128250874_F:2_P:0,iORF,Salk,True,[],analysed,1,True
ENST00000287169.8+chr11:57672519-57672698_F:1_P:10,uORF,Salk,True,[],analysed,1,True
ENST00000336273.8+chr8:97644661-97644822_F:1_P:3,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr2_17203_1+chr2:175236950-175237084_F:2_P:7,eORF,Salk,True,[],analysed,1,True
ENST00000623843.1-chr14:23006519-23006548_F:1_P:7,eORF,Salk,True,[],analysed,1,False
ENST00000272748.9-chr2:175926803-175926826_F:0_P:106,dORF,Salk,True,[],analysed,1,False
ENST00000256578.8+chr1:109625739-109626213_F:2_P:8,uaoORF,Salk,True,[],analysed,1,False
ENST00000616577.4-chr13:45333544-45333576_F:0_P:84,dORF,Salk,True,[],analysed,1,False
ENST00000361745.10+chr1:44213455-44213499_F:1_P:0,uORF,Salk,True,[],analysed,1,False
ENST00000521268.6+chr8:84183274-84183540_F:1_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000225655.6-chr17:4948405-4948530_F:0_P:0,uaoORF,Salk,True,[],analysed,1,True
ENST00000321105.10-chr17:18290861-18291019_F:1_P:26,daoORF,Salk,True,[],analysed,1,True
ENST00000332687.11-chrX:74590458-74590544_F:2_P:59,dORF,Salk,True,[],analysed,1,True
ENST00000435070.7+chr12:69270245-69270280_F:2_P:40,dORF,Salk,True,[],analysed,1,False
ENST00000676185.1-chr5:60871841-60871897_F:0_P:89,dORF,Salk,True,[],analysed,1,False
ENST00000508623.5-chr4:17487134-17487235_F:2_P:11,Iso,Salk,True,[],analysed,1,False
ENST00000222573.5+chr7:20413162-20413188_F:2_P:136,dORF,Salk,True,[],analysed,1,False
ENST00000471389.6+chr16:54120677-54120877_F:1_P:149,daORF,Salk,True,[],analysed,1,True
ENST00000322348.5-chr5:75029751-75029804_F:2_P:17,iORF,Salk,True,[],analysed,1,False
ESPRESSO_chr8_28348_11-chr8:15140650-15140688_F:2_P:115,eORF,Salk,True,[],analysed,1,False
ENST00000374893.11-chr1:21221827-21225311_F:1_P:28,iORF,Salk,True,[],analysed,1,True
ENST00000392977.8+chr12:101079259-101083726_F:2_P:20,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr14_9115_41+chr14:64214277-64215298_F:0_P:25,daoORF,Salk,True,[],analysed,2,True
ENST00000296484.7-chr3:52151075-52154421_F:0_P:0,uoORF,Salk,True,[],analysed,1,True
ESPRESSO_chr5_23121_15+chr5:1801452-1815913_F:0_P:2,Iso,Salk,True,[],analysed,1,False
ENST00000013070.11+chr14:93219324-93219359_F:2_P:12,daoORF,Salk,True,[],analysed,1,False
ENST00000322444.7+chr17:75065184-75065252_F:1_P:24,dORF,Salk,True,[],analysed,1,False
ENST00000331830.7+chr1:205043214-205053140_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000414615.6-chr19:43796465-43796638_F:1_P:23,dORF,Salk,True,[],analysed,2,True
ENST00000511933.1-chr17:49405070-49406854_F:1_P:6,Iso,Salk,True,[],analysed,2,True
ENST00000327141.9-chr19:3062200-3062472_F:0_P:1,uaoORF,Salk,True,[],analysed,3,True
ENST00000602319.1-chr6:30301600-30301650_F:0_P:43,lncRNA,Salk,True,[],analysed,1,True
ENST00000619750.1+chr5:141343829-141343930_F:2_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000366554.3-chr1:241593263-241593346_F:0_P:37,dORF,Salk,True,[],analysed,1,False
ENST00000623691.3+chr17:82057135-82057290_F:1_P:13,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr19_15002_50-chr19:45423289-45423894_F:0_P:0,uoORF,Salk,True,[],analysed,1,True
ENST00000434310.1+chr2:139668694-139668780_F:1_P:4,psORF,Salk,True,[],analysed,1,False
ENST00000539368.2-chr1:145772107-145772166_F:0_P:31,iORF,Salk,True,[],analysed,1,False
ENST00000668253.3-chr12:120491020-120491112_F:1_P:16,lncRNA,Salk,True,[],analysed,1,True
ENST00000296543.10+chr4:139391245-139391301_F:1_P:118,daORF,Salk,True,[],analysed,1,False
ENST00000527274.4-chr11:66477380-66477754_F:2_P:3,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr8_28386_6+chr8:20220722-20220757_F:2_P:31,daORF,Salk,True,[],analysed,1,False
ENST00000558288.1+chr15:77482122-77482190_F:0_P:2,iORF,Salk,True,[],analysed,1,True
ENST00000369681.10+chr6:83961170-83961295_F:1_P:65,dORF,Salk,True,[],analysed,1,True
ENST00000392882.7-chr14:100369231-100375347_F:0_P:0,uORF,Salk,True,[],analysed,1,False
ENST00000479583.5+chr2:113469063-113469083_F:0_P:11,iORF,Salk,True,[],analysed,1,False
ENST00000526537.2+chr11:118656819-118656926_F:1_P:38,daoORF,Salk,True,[],analysed,1,True
ESPRESSO_chr1_203_2-chr1:11920191-11920310_F:0_P:11,dORF,Salk,True,[],analysed,1,True
